company_name,year,sector_exposure_path_name,Sector_EI,Compnay_EI,Sector_EM,Company_EM,Sector_IM,Company_IM,CHG_PER_STOCK_PRICE,Combined_score,sector_exposure_id,Normalized_Stock_Price_Change
PIONEER NATURAL RESOURCES,2016,Market Transition,72,70,58,50,70,60,0.323220122,180,4,0.028801793
PIONEER NATURAL RESOURCES,2016,Professional Skills Development,32,55,60,94,70,80,0.323220122,229,5,0.036642281
PIONEER NATURAL RESOURCES,2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,79,100,85,100,103,0.323220122,267,6,0.04272266
PIONEER NATURAL RESOURCES,2016,Regulated Carbon Price,70,64,74,70,83,62,0.323220122,196,7,0.031361952
PIONEER NATURAL RESOURCES,2016,Wages and Benefits,41,36,77,89,87,58,0.323220122,183,8,0.029281823
PIONEER NATURAL RESOURCES,2016,Well-being and health,29,32,50,59,52,43,0.323220122,134,9,0.021441335
Range Resources,2016,Associated Energy Costs,97,135,74,89,77,85,-0.101297097,309,0,-0.013052879
Range Resources,2016,Dividend/reinvestment balance for long-term growth,30,33,54,53,66,85,-0.101297097,171,1,-0.007223438
Range Resources,2016,GDP and Disposable Income,77,94,65,72,76,83,-0.101297097,249,2,-0.010518339
Range Resources,2016,Innovation,85,112,66,77,80,82,-0.101297097,271,3,-0.01144767
Range Resources,2016,Market Transition,72,87,58,68,70,82,-0.101297097,237,4,-0.010011431
Range Resources,2016,Professional Skills Development,32,33,60,73,70,65,-0.101297097,171,5,-0.007223438
Range Resources,2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,145,100,125,100,105,-0.101297097,375,6,-0.015840872
Range Resources,2016,Regulated Carbon Price,70,68,74,79,83,116,-0.101297097,263,7,-0.011109732
Range Resources,2016,Wages and Benefits,41,39,77,127,87,138,-0.101297097,304,8,-0.012841667
Range Resources,2016,Well-being and health,29,15,50,33,52,0,-0.101297097,48,9,-0.002027632
SM Energy Co,2016,Associated Energy Costs,97,138,74,66,77,0,0.281750267,204,0,0.038549332
SM Energy Co,2016,Dividend/reinvestment balance for long-term growth,30,41,54,71,66,0,0.281750267,112,1,0.021164339
SM Energy Co,2016,GDP and Disposable Income,77,101,65,58,76,0,0.281750267,159,2,0.030045803
SM Energy Co,2016,Innovation,85,136,66,65,80,0,0.281750267,201,3,0.03798243
SM Energy Co,2016,Market Transition,72,108,58,67,70,0,0.281750267,175,4,0.03306928
SM Energy Co,2016,Professional Skills Development,32,45,60,93,70,0,0.281750267,138,5,0.02607749
SM Energy Co,2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,120,100,109,100,0,0.281750267,229,6,0.043273515
SM Energy Co,2016,Regulated Carbon Price,70,62,74,67,83,0,0.281750267,129,7,0.024376784
SM Energy Co,2016,Wages and Benefits,41,33,77,65,87,0,0.281750267,98,8,0.018518797
SM Energy Co,2016,Well-being and health,29,14,50,32,52,0,0.281750267,46,9,0.008692497
SOUTHWESTERN ENERGY CO,2016,Associated Energy Costs,97,119,74,67,77,74,0.012391574,260,0,0.001581644
SOUTHWESTERN ENERGY CO,2016,Dividend/reinvestment balance for long-term growth,30,26,54,42,66,0,0.012391574,68,1,0.000413661
SOUTHWESTERN ENERGY CO,2016,GDP and Disposable Income,77,117,65,68,76,74,0.012391574,259,2,0.001575561
SOUTHWESTERN ENERGY CO,2016,Innovation,85,96,66,58,80,72,0.012391574,226,3,0.001374814
SOUTHWESTERN ENERGY CO,2016,Market Transition,72,93,58,55,70,72,0.012391574,220,4,0.001338314
SOUTHWESTERN ENERGY CO,2016,Professional Skills Development,32,30,60,64,70,73,0.012391574,167,5,0.001015902
SOUTHWESTERN ENERGY CO,2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,90,100,93,100,112,0.012391574,295,6,0.001794558
SOUTHWESTERN ENERGY CO,2016,Regulated Carbon Price,70,62,74,71,83,82,0.012391574,215,7,0.001307898
SOUTHWESTERN ENERGY CO,2016,Wages and Benefits,41,34,77,52,87,68,0.012391574,154,8,0.00093682
SOUTHWESTERN ENERGY CO,2016,Well-being and health,29,58,50,64,52,51,0.012391574,173,9,0.001052402
Seneca Resources/NATIONAL FUEL GAS CO,2016,Associated Energy Costs,97,74,74,87,77,85,0.191208791,246,0,0.022767358
Seneca Resources/NATIONAL FUEL GAS CO,2016,Dividend/reinvestment balance for long-term growth,30,38,54,53,66,56,0.191208791,147,1,0.013604885
Seneca Resources/NATIONAL FUEL GAS CO,2016,GDP and Disposable Income,77,74,65,77,76,84,0.191208791,235,2,0.021749306
Seneca Resources/NATIONAL FUEL GAS CO,2016,Innovation,85,83,66,82,80,81,0.191208791,246,3,0.022767358
Seneca Resources/NATIONAL FUEL GAS CO,2016,Market Transition,72,73,58,72,70,82,0.191208791,227,4,0.021008904
Seneca Resources/NATIONAL FUEL GAS CO,2016,Professional Skills Development,32,24,60,63,70,61,0.191208791,148,5,0.013697435
Seneca Resources/NATIONAL FUEL GAS CO,2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,102,100,124,100,108,0.191208791,334,6,0.030911779
Seneca Resources/NATIONAL FUEL GAS CO,2016,Regulated Carbon Price,70,66,74,65,83,75,0.191208791,206,7,0.019065349
Seneca Resources/NATIONAL FUEL GAS CO,2016,Wages and Benefits,41,54,77,103,87,82,0.191208791,239,8,0.022119507
Seneca Resources/NATIONAL FUEL GAS CO,2016,Well-being and health,29,12,50,26,52,0,0.191208791,38,9,0.003516909
"VITAL ENERGY, INC.",2016,Associated Energy Costs,97,133,74,78,77,83,0.84110971,294,0,0.103423779
"VITAL ENERGY, INC.",2016,Dividend/reinvestment balance for long-term growth,30,27,54,55,66,0,0.84110971,82,1,0.028846088
"VITAL ENERGY, INC.",2016,GDP and Disposable Income,77,111,65,68,76,88,0.84110971,267,2,0.093925677
"VITAL ENERGY, INC.",2016,Innovation,85,141,66,83,80,89,0.84110971,313,3,0.110107628
"VITAL ENERGY, INC.",2016,Market Transition,72,117,58,68,70,88,0.84110971,273,4,0.096036366
"VITAL ENERGY, INC.",2016,Professional Skills Development,32,54,60,91,70,84,0.84110971,229,5,0.080557977
"VITAL ENERGY, INC.",2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,157,100,155,100,122,0.84110971,434,6,0.152673197
"VITAL ENERGY, INC.",2016,Regulated Carbon Price,70,58,74,74,83,102,0.84110971,234,7,0.082316885
"VITAL ENERGY, INC.",2016,Wages and Benefits,41,34,77,77,87,100,0.84110971,211,8,0.074225909
"VITAL ENERGY, INC.",2016,Well-being and health,29,21,50,33,52,0,0.84110971,54,9,0.018996204
ANTERO RESOURCES Corp,2017,Associated Energy Costs,97,114,72,88,79,83,-0.521829522,285,0,-0.06651226
ANTERO RESOURCES Corp,2017,Dividend/reinvestment balance for long-term growth,31,20,58,30,74,0,-0.521829522,50,1,-0.011668818
ANTERO RESOURCES Corp,2017,GDP and Disposable Income,78,84,65,84,81,87,-0.521829522,255,2,-0.05951097
ANTERO RESOURCES Corp,2017,Innovation,87,121,66,95,76,81,-0.521829522,297,3,-0.069312776
ANTERO RESOURCES Corp,2017,Market Transition,74,85,58,71,74,80,-0.521829522,236,4,-0.055076819
ANTERO RESOURCES Corp,2017,Professional Skills Development,33,34,62,68,70,71,-0.521829522,173,5,-0.040374109
ANTERO RESOURCES Corp,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,131,100,116,100,107,-0.521829522,354,6,-0.082615228
ANTERO RESOURCES Corp,2017,Regulated Carbon Price,79,82,80,93,92,90,-0.521829522,265,7,-0.061844733
ANTERO RESOURCES Corp,2017,Wages and Benefits,42,56,85,101,87,109,-0.521829522,266,8,-0.06207811
ANTERO RESOURCES Corp,2017,Well-being and health,25,21,40,34,51,0,-0.521829522,55,9,-0.012835699
Callon Petroleum Co,2017,Associated Energy Costs,97,108,72,68,79,72,0.006079027,248,0,0.000762955
Callon Petroleum Co,2017,Dividend/reinvestment balance for long-term growth,31,32,58,75,74,0,0.006079027,107,1,0.000329178
Callon Petroleum Co,2017,GDP and Disposable Income,78,66,65,57,81,65,0.006079027,188,2,0.000578369
Callon Petroleum Co,2017,Innovation,87,65,66,61,76,65,0.006079027,191,3,0.000587598
Callon Petroleum Co,2017,Market Transition,74,78,58,56,74,61,0.006079027,195,4,0.000599904
Callon Petroleum Co,2017,Professional Skills Development,33,37,62,64,70,72,0.006079027,173,5,0.000532223
Callon Petroleum Co,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,143,100,105,100,98,0.006079027,346,6,0.001064445
Callon Petroleum Co,2017,Regulated Carbon Price,79,68,80,77,92,78,0.006079027,223,7,0.000686044
Callon Petroleum Co,2017,Wages and Benefits,42,39,85,115,87,109,0.006079027,263,8,0.000809101
Callon Petroleum Co,2017,Well-being and health,25,9,40,33,51,0,0.006079027,42,9,0.00012921
ConocoPhillips,2017,Associated Energy Costs,97,109,72,61,79,62,0.188891117,232,0,0.021988329
ConocoPhillips,2017,Dividend/reinvestment balance for long-term growth,31,42,58,75,74,103,0.188891117,220,1,0.020851001
ConocoPhillips,2017,GDP and Disposable Income,78,102,65,60,81,68,0.188891117,230,2,0.021798774
ConocoPhillips,2017,Innovation,87,98,66,57,76,63,0.188891117,218,3,0.020661447
ConocoPhillips,2017,Market Transition,74,88,58,50,74,65,0.188891117,203,4,0.019239788
ConocoPhillips,2017,Professional Skills Development,33,34,62,46,70,51,0.188891117,131,5,0.012415824
ConocoPhillips,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,66,100,58,100,87,0.188891117,211,6,0.019998006
ConocoPhillips,2017,Regulated Carbon Price,79,130,80,85,92,86,0.188891117,301,7,0.028527961
ConocoPhillips,2017,Wages and Benefits,42,50,85,69,87,90,0.188891117,209,8,0.019808451
ConocoPhillips,2017,Well-being and health,25,12,40,26,51,0,0.188891117,38,9,0.003601537
Crescent Energy Co,2017,Associated Energy Costs,97,142,72,62,79,77,-0.371057514,281,0,-0.051566351
Crescent Energy Co,2017,Dividend/reinvestment balance for long-term growth,31,28,58,48,74,80,-0.371057514,156,1,-0.028627583
Crescent Energy Co,2017,GDP and Disposable Income,78,120,65,54,81,73,-0.371057514,247,2,-0.045327006
Crescent Energy Co,2017,Innovation,87,114,66,55,76,79,-0.371057514,248,3,-0.045510516
Crescent Energy Co,2017,Market Transition,74,95,58,53,74,79,-0.371057514,227,4,-0.041656803
Crescent Energy Co,2017,Professional Skills Development,33,29,62,87,70,79,-0.371057514,195,5,-0.035784478
Crescent Energy Co,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,103,100,93,100,85,-0.371057514,281,6,-0.051566351
Crescent Energy Co,2017,Regulated Carbon Price,79,32,80,52,92,71,-0.371057514,155,7,-0.028444073
Crescent Energy Co,2017,Wages and Benefits,42,28,85,46,87,102,-0.371057514,176,8,-0.032297786
Crescent Energy Co,2017,Well-being and health,25,14,40,42,51,0,-0.371057514,56,9,-0.010276568
DEVON ENERGY CORP,2017,Associated Energy Costs,97,99,72,57,79,54,-0.23801534,210,0,-0.028808773
DEVON ENERGY CORP,2017,Dividend/reinvestment balance for long-term growth,31,28,58,50,74,0,-0.23801534,78,1,-0.010700401
DEVON ENERGY CORP,2017,GDP and Disposable Income,78,74,65,48,81,55,-0.23801534,177,2,-0.02428168
DEVON ENERGY CORP,2017,Innovation,87,81,66,53,76,54,-0.23801534,188,3,-0.025790711
DEVON ENERGY CORP,2017,Market Transition,74,75,58,50,74,56,-0.23801534,181,4,-0.024830419
DEVON ENERGY CORP,2017,Professional Skills Development,33,43,62,91,70,73,-0.23801534,207,5,-0.028397219
DEVON ENERGY CORP,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,82,100,82,100,96,-0.23801534,260,6,-0.035668005
DEVON ENERGY CORP,2017,Regulated Carbon Price,79,81,80,64,92,70,-0.23801534,215,7,-0.029494696
DEVON ENERGY CORP,2017,Wages and Benefits,42,40,85,50,87,91,-0.23801534,181,8,-0.024830419
DEVON ENERGY CORP,2017,Well-being and health,25,15,40,23,51,0,-0.23801534,38,9,-0.005213016
"EOG Resources, Inc.",2017,Associated Energy Costs,97,122,72,65,79,67,0.075936271,254,0,0.009189049
"EOG Resources, Inc.",2017,Dividend/reinvestment balance for long-term growth,31,30,58,57,74,0,0.075936271,87,1,0.00314743
"EOG Resources, Inc.",2017,GDP and Disposable Income,78,118,65,75,81,69,0.075936271,262,2,0.009478467
"EOG Resources, Inc.",2017,Innovation,87,120,66,69,76,60,0.075936271,249,3,0.009008162
"EOG Resources, Inc.",2017,Market Transition,74,80,58,47,74,58,0.075936271,185,4,0.006692811
"EOG Resources, Inc.",2017,Professional Skills Development,33,37,62,61,70,58,0.075936271,156,5,0.005643668
"EOG Resources, Inc.",2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,131,100,100,100,105,0.075936271,336,6,0.012155592
"EOG Resources, Inc.",2017,Regulated Carbon Price,79,70,80,76,92,79,0.075936271,225,7,0.008139905
"EOG Resources, Inc.",2017,Wages and Benefits,42,41,85,111,87,116,0.075936271,268,8,0.009695532
"EOG Resources, Inc.",2017,Well-being and health,25,19,40,29,51,29,0.075936271,77,9,0.002785656
EQT Corp,2017,Associated Energy Costs,97,77,72,69,79,55,-0.222489477,201,0,-0.026136987
EQT Corp,2017,Dividend/reinvestment balance for long-term growth,31,21,58,58,74,0,-0.222489477,79,1,-0.010272746
EQT Corp,2017,GDP and Disposable Income,78,68,65,63,81,64,-0.222489477,195,2,-0.025356779
EQT Corp,2017,Innovation,87,69,66,69,76,55,-0.222489477,193,3,-0.025096709
EQT Corp,2017,Market Transition,74,59,58,54,74,53,-0.222489477,166,4,-0.02158577
EQT Corp,2017,Professional Skills Development,33,16,62,33,70,36,-0.222489477,85,5,-0.011052955
EQT Corp,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,61,100,71,100,107,-0.222489477,239,6,-0.031078308
EQT Corp,2017,Regulated Carbon Price,79,96,80,81,92,75,-0.222489477,252,7,-0.03276876
EQT Corp,2017,Wages and Benefits,42,36,85,79,87,53,-0.222489477,168,8,-0.02184584
EQT Corp,2017,Well-being and health,25,49,40,42,51,42,-0.222489477,133,9,-0.017294623
Enerplus Resources (USA) Corporation,2017,Associated Energy Costs,97,172,72,106,79,95,0.398757764,373,0,0.056878258
Enerplus Resources (USA) Corporation,2017,Dividend/reinvestment balance for long-term growth,31,33,58,53,74,0,0.398757764,86,1,0.013114022
Enerplus Resources (USA) Corporation,2017,GDP and Disposable Income,78,112,65,90,81,97,0.398757764,299,2,0.0455941
Enerplus Resources (USA) Corporation,2017,Innovation,87,136,66,93,76,100,0.398757764,329,3,0.050168759
Enerplus Resources (USA) Corporation,2017,Market Transition,74,145,58,98,74,98,0.398757764,341,4,0.051998622
Enerplus Resources (USA) Corporation,2017,Professional Skills Development,33,46,62,72,70,72,0.398757764,190,5,0.028972839
Enerplus Resources (USA) Corporation,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,166,100,142,100,118,0.398757764,426,6,0.064960156
Enerplus Resources (USA) Corporation,2017,Regulated Carbon Price,79,77,80,75,92,87,0.398757764,239,7,0.036444782
Enerplus Resources (USA) Corporation,2017,Wages and Benefits,42,44,85,62,87,93,0.398757764,199,8,0.030345237
Enerplus Resources (USA) Corporation,2017,Well-being and health,25,37,40,49,51,47,0.398757764,133,9,0.020280988
Hess,2017,Associated Energy Costs,97,80,72,58,79,60,0.049989629,198,0,0.005214935
Hess,2017,Dividend/reinvestment balance for long-term growth,31,29,58,56,74,68,0.049989629,153,1,0.004029722
Hess,2017,GDP and Disposable Income,78,74,65,52,81,61,0.049989629,187,2,0.004925216
Hess,2017,Innovation,87,61,66,47,76,48,0.049989629,156,3,0.004108737
Hess,2017,Market Transition,74,61,58,44,74,51,0.049989629,156,4,0.004108737
Hess,2017,Professional Skills Development,33,26,62,43,70,47,0.049989629,116,5,0.003055214
Hess,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,52,100,71,100,72,0.049989629,195,6,0.005135921
Hess,2017,Regulated Carbon Price,79,116,80,118,92,114,0.049989629,348,7,0.009165643
Hess,2017,Wages and Benefits,42,47,85,73,87,96,0.049989629,216,8,0.00568902
Hess,2017,Well-being and health,25,33,40,69,51,71,0.049989629,173,9,0.004556484
MARATHON OIL,2017,Associated Energy Costs,97,133,72,112,79,109,0.020886076,354,0,0.002532947
MARATHON OIL,2017,Dividend/reinvestment balance for long-term growth,31,51,58,140,74,131,0.020886076,322,1,0.00230398
MARATHON OIL,2017,GDP and Disposable Income,78,92,65,83,81,98,0.020886076,273,2,0.001953374
MARATHON OIL,2017,Innovation,87,105,66,98,76,92,0.020886076,295,3,0.002110789
MARATHON OIL,2017,Market Transition,74,110,58,73,74,81,0.020886076,264,4,0.001888977
MARATHON OIL,2017,Professional Skills Development,33,55,62,136,70,142,0.020886076,333,5,0.002382687
MARATHON OIL,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,111,100,150,100,145,0.020886076,406,6,0.002905018
MARATHON OIL,2017,Regulated Carbon Price,79,108,80,103,92,94,0.020886076,305,7,0.002182341
MARATHON OIL,2017,Wages and Benefits,42,53,85,138,87,118,0.020886076,309,8,0.002210962
MARATHON OIL,2017,Well-being and health,25,17,40,41,51,0,0.020886076,58,9,0.000415003
PIONEER NATURAL RESOURCES,2017,Associated Energy Costs,97,114,72,70,79,84,-0.077592225,268,0,-0.009954388
PIONEER NATURAL RESOURCES,2017,Dividend/reinvestment balance for long-term growth,31,46,58,68,74,78,-0.077592225,192,1,-0.007131502
PIONEER NATURAL RESOURCES,2017,GDP and Disposable Income,78,78,65,55,81,68,-0.077592225,201,2,-0.007465791
PIONEER NATURAL RESOURCES,2017,Innovation,87,107,66,70,76,76,-0.077592225,253,3,-0.009397239
PIONEER NATURAL RESOURCES,2017,Market Transition,74,66,58,46,74,66,-0.077592225,178,4,-0.006611496
PIONEER NATURAL RESOURCES,2017,Professional Skills Development,33,39,62,62,70,81,-0.077592225,182,5,-0.006760069
PIONEER NATURAL RESOURCES,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,83,100,82,100,106,-0.077592225,271,6,-0.010065818
PIONEER NATURAL RESOURCES,2017,Regulated Carbon Price,79,60,80,66,92,60,-0.077592225,186,7,-0.006908642
PIONEER NATURAL RESOURCES,2017,Wages and Benefits,42,32,85,87,87,105,-0.077592225,224,8,-0.008320085
PIONEER NATURAL RESOURCES,2017,Well-being and health,25,32,40,63,51,39,-0.077592225,134,9,-0.004977194
Range Resources,2017,Associated Energy Costs,97,130,72,88,79,89,-0.500343643,307,0,-0.063447129
Range Resources,2017,Dividend/reinvestment balance for long-term growth,31,30,58,51,74,0,-0.500343643,81,1,-0.016740122
Range Resources,2017,GDP and Disposable Income,78,97,65,71,81,86,-0.500343643,254,2,-0.052493716
Range Resources,2017,Innovation,87,130,66,86,76,88,-0.500343643,304,3,-0.062827124
Range Resources,2017,Market Transition,74,88,58,68,74,87,-0.500343643,243,4,-0.050220366
Range Resources,2017,Professional Skills Development,33,38,62,71,70,64,-0.500343643,173,5,-0.035753594
Range Resources,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,150,100,122,100,110,-0.500343643,382,6,-0.078947241
Range Resources,2017,Regulated Carbon Price,79,69,80,87,92,124,-0.500343643,280,7,-0.057867088
Range Resources,2017,Wages and Benefits,42,38,85,142,87,163,-0.500343643,343,8,-0.070887183
Range Resources,2017,Well-being and health,25,16,40,38,51,0,-0.500343643,54,9,-0.011160081
SM Energy Co,2017,Associated Energy Costs,97,151,72,68,79,0,-0.24937552,219,0,-0.035394192
SM Energy Co,2017,Dividend/reinvestment balance for long-term growth,31,35,58,53,74,0,-0.24937552,88,1,-0.014222324
SM Energy Co,2017,GDP and Disposable Income,78,105,65,60,81,0,-0.24937552,165,2,-0.026666857
SM Energy Co,2017,Innovation,87,155,66,68,76,0,-0.24937552,223,3,-0.036040662
SM Energy Co,2017,Market Transition,74,139,58,72,74,0,-0.24937552,211,4,-0.034101254
SM Energy Co,2017,Professional Skills Development,33,49,62,94,70,0,-0.24937552,143,5,-0.023111276
SM Energy Co,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,112,100,109,100,0,-0.24937552,221,6,-0.035717427
SM Energy Co,2017,Regulated Carbon Price,79,70,80,72,92,0,-0.24937552,142,7,-0.022949659
SM Energy Co,2017,Wages and Benefits,42,30,85,58,87,0,-0.24937552,88,8,-0.014222324
SM Energy Co,2017,Well-being and health,25,13,40,30,51,0,-0.24937552,43,9,-0.006949545
SOUTHWESTERN ENERGY CO,2017,Associated Energy Costs,97,121,72,77,79,77,-0.47001224,275,0,-0.062562133
SOUTHWESTERN ENERGY CO,2017,Dividend/reinvestment balance for long-term growth,31,24,58,42,74,0,-0.47001224,66,1,-0.015014912
SOUTHWESTERN ENERGY CO,2017,GDP and Disposable Income,78,102,65,69,81,77,-0.47001224,248,2,-0.056419669
SOUTHWESTERN ENERGY CO,2017,Innovation,87,91,66,62,76,77,-0.47001224,230,3,-0.052324693
SOUTHWESTERN ENERGY CO,2017,Market Transition,74,92,58,62,74,77,-0.47001224,231,4,-0.052552191
SOUTHWESTERN ENERGY CO,2017,Professional Skills Development,33,41,62,106,70,76,-0.47001224,223,5,-0.050732202
SOUTHWESTERN ENERGY CO,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,100,100,115,100,123,-0.47001224,338,6,-0.076894548
SOUTHWESTERN ENERGY CO,2017,Regulated Carbon Price,79,67,80,75,92,75,-0.47001224,217,7,-0.04936721
SOUTHWESTERN ENERGY CO,2017,Wages and Benefits,42,37,85,60,87,96,-0.47001224,193,8,-0.043907242
SOUTHWESTERN ENERGY CO,2017,Well-being and health,25,21,40,24,51,0,-0.47001224,45,9,-0.01023744
Seneca Resources/NATIONAL FUEL GAS CO,2017,Associated Energy Costs,97,72,72,78,79,94,-0.137034552,244,0,-0.015061455
Seneca Resources/NATIONAL FUEL GAS CO,2017,Dividend/reinvestment balance for long-term growth,31,38,58,61,74,64,-0.137034552,163,1,-0.010061546
Seneca Resources/NATIONAL FUEL GAS CO,2017,GDP and Disposable Income,78,79,65,77,81,92,-0.137034552,248,2,-0.015308364
Seneca Resources/NATIONAL FUEL GAS CO,2017,Innovation,87,90,66,79,76,90,-0.137034552,259,3,-0.015987364
Seneca Resources/NATIONAL FUEL GAS CO,2017,Market Transition,74,74,58,72,74,94,-0.137034552,240,4,-0.014814546
Seneca Resources/NATIONAL FUEL GAS CO,2017,Professional Skills Development,33,31,62,76,70,71,-0.137034552,178,5,-0.010987455
Seneca Resources/NATIONAL FUEL GAS CO,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,106,100,119,100,109,-0.137034552,334,6,-0.02061691
Seneca Resources/NATIONAL FUEL GAS CO,2017,Regulated Carbon Price,79,66,80,82,92,108,-0.137034552,256,7,-0.015802183
Seneca Resources/NATIONAL FUEL GAS CO,2017,Wages and Benefits,42,40,85,117,87,105,-0.137034552,262,8,-0.016172546
Seneca Resources/NATIONAL FUEL GAS CO,2017,Well-being and health,25,12,40,24,51,0,-0.137034552,36,9,-0.002222182
"VITAL ENERGY, INC.",2017,Associated Energy Costs,97,129,72,77,79,0,-0.403424658,206,0,-0.051522306
"VITAL ENERGY, INC.",2017,Dividend/reinvestment balance for long-term growth,31,20,58,36,74,0,-0.403424658,56,1,-0.014006064
"VITAL ENERGY, INC.",2017,GDP and Disposable Income,78,104,65,68,81,0,-0.403424658,172,2,-0.043018624
"VITAL ENERGY, INC.",2017,Innovation,87,120,66,76,76,0,-0.403424658,196,3,-0.049021223
"VITAL ENERGY, INC.",2017,Market Transition,74,102,58,67,74,0,-0.403424658,169,4,-0.0422683
"VITAL ENERGY, INC.",2017,Professional Skills Development,33,54,62,93,70,0,-0.403424658,147,5,-0.036765917
"VITAL ENERGY, INC.",2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,163,100,155,100,0,-0.403424658,318,6,-0.079534434
"VITAL ENERGY, INC.",2017,Regulated Carbon Price,79,72,80,85,92,0,-0.403424658,157,7,-0.039267
"VITAL ENERGY, INC.",2017,Wages and Benefits,42,38,85,85,87,0,-0.403424658,123,8,-0.030763319
"VITAL ENERGY, INC.",2017,Well-being and health,25,26,40,43,51,0,-0.403424658,69,9,-0.017257471
ANTERO RESOURCES Corp,2018,Associated Energy Costs,88,112,71,85,71,81,-0.686956522,278,0,-0.090594835
ANTERO RESOURCES Corp,2018,GDP and Disposable Income,72,105,67,99,76,79,-0.686956522,283,2,-0.092224239
ANTERO RESOURCES Corp,2018,Innovation,86,132,73,91,79,69,-0.686956522,292,3,-0.095157165
ANTERO RESOURCES Corp,2018,Market Transition,66,94,58,75,62,69,-0.686956522,238,4,-0.077559607
ANTERO RESOURCES Corp,2018,Professional Skills Development,33,34,64,70,84,0,-0.686956522,104,5,-0.033891593
ANTERO RESOURCES Corp,2018,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,162,100,137,100,120,-0.686956522,419,6,-0.136544015
ANTERO RESOURCES Corp,2018,Regulated Carbon Price,77,92,83,100,84,75,-0.686956522,267,7,-0.087010148
ANTERO RESOURCES Corp,2018,Wages and Benefits,42,63,90,105,98,0,-0.686956522,168,8,-0.054747958
ANTERO RESOURCES Corp,2018,Well-being and health,33,21,48,38,47,0,-0.686956522,59,9,-0.019226961
Callon Petroleum Co,2018,Associated Energy Costs,88,109,71,69,71,59,-0.429758308,237,0,-0.0550853
Callon Petroleum Co,2018,GDP and Disposable Income,72,82,67,58,76,56,-0.429758308,196,2,-0.045555775
Callon Petroleum Co,2018,Innovation,86,90,73,70,79,55,-0.429758308,215,3,-0.049971896
Callon Petroleum Co,2018,Market Transition,66,89,58,59,62,54,-0.429758308,202,4,-0.04695034
Callon Petroleum Co,2018,Professional Skills Development,33,36,64,62,84,60,-0.429758308,158,5,-0.036723533
Callon Petroleum Co,2018,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,140,100,110,100,95,-0.429758308,345,6,-0.080187461
Callon Petroleum Co,2018,Regulated Carbon Price,77,65,83,74,84,73,-0.429758308,212,7,-0.049274614
Callon Petroleum Co,2018,Wages and Benefits,42,41,90,114,98,98,-0.429758308,253,8,-0.058804138
Callon Petroleum Co,2018,Well-being and health,33,7,48,24,47,0,-0.429758308,31,9,-0.00720525
ConocoPhillips,2018,Associated Energy Costs,88,84,71,73,71,63,0.125653567,220,0,0.014338063
ConocoPhillips,2018,GDP and Disposable Income,72,78,67,64,76,69,0.125653567,211,2,0.013751506
ConocoPhillips,2018,Innovation,86,94,73,85,79,59,0.125653567,238,3,0.015511177
ConocoPhillips,2018,Market Transition,66,61,58,60,62,57,0.125653567,178,4,0.011600796
ConocoPhillips,2018,Professional Skills Development,33,58,64,87,84,55,0.125653567,200,5,0.013034602
ConocoPhillips,2018,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,73,100,90,100,133,0.125653567,296,6,0.019291212
ConocoPhillips,2018,Regulated Carbon Price,77,80,83,70,84,69,0.125653567,219,7,0.01427289
ConocoPhillips,2018,Wages and Benefits,42,41,90,67,98,82,0.125653567,190,8,0.012382872
ConocoPhillips,2018,Well-being and health,33,46,48,68,47,62,0.125653567,176,9,0.01147045
Crescent Energy Co,2018,Associated Energy Costs,88,126,71,63,71,0,-0.52359882,189,0,-0.079168142
Crescent Energy Co,2018,GDP and Disposable Income,72,165,67,66,76,0,-0.52359882,231,2,-0.096761062
Crescent Energy Co,2018,Innovation,86,104,73,56,79,0,-0.52359882,160,3,-0.067020649
Crescent Energy Co,2018,Market Transition,66,82,58,56,62,0,-0.52359882,138,4,-0.05780531
