company_name,year,sector_exposure_path_name,Sector_EI,Compnay_EI,Sector_EM,Company_EM,Sector_IM,Company_IM,CHG_PER_STOCK_PRICE,Combined_score,sector_exposure_id,Normalized_Stock_Price_Change
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
,,,,,,,,,,,0,
