company_name,year,sector_exposure_path_name,Sector_EI,Compnay_EI,Sector_EM,Company_EM,Sector_IM,Company_IM,CHG_PER_STOCK_PRICE,Combined_score,sector_exposure_id,Normalized_Stock_Price_Change,Exp_Pct_Chg
Enerplus Resources (USA) Corporation,2019,Well-being and health,40,33,50,42,32,20,-82.4019025,95,9,-3.6191312,-0.285714286
Enerplus Resources (USA) Corporation,2020,Associated Energy Costs,94,162,75,92,70,84,238.5135135,338,0,32.5990973,0.027355623
Enerplus Resources (USA) Corporation,2020,Dividend/reinvestment balance for long-term growth,37,26,70,46,100,0,238.5135135,72,1,6.9441864,0.107692308
Enerplus Resources (USA) Corporation,2020,GDP and Disposable Income,79,116,67,88,73,89,238.5135135,293,2,28.2589808,0.200819672
Enerplus Resources (USA) Corporation,2020,Innovation,88,122,72,74,76,90,238.5135135,286,3,27.5838515,0.04379562
Enerplus Resources (USA) Corporation,2020,Market Transition,70,139,60,85,68,88,238.5135135,312,4,30.0914744,0.079584775
Enerplus Resources (USA) Corporation,2020,Professional Skills Development,34,48,68,85,73,67,238.5135135,200,5,19.2894067,0.25
Enerplus Resources (USA) Corporation,2020,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,177,100,121,94,107,238.5135135,405,6,39.0610485,0.144067797
Enerplus Resources (USA) Corporation,2020,Regulated Carbon Price,81,75,80,78,78,87,238.5135135,240,7,23.147288,0.243523316
Enerplus Resources (USA) Corporation,2020,Wages and Benefits,43,53,76,77,83,89,238.5135135,219,8,21.1219003,0.36875
Enerplus Resources (USA) Corporation,2020,Well-being and health,37,28,55,48,55,32,238.5135135,108,9,10.4162796,0.136842105
Hess,2013,Associated Energy Costs,100,79,79,62,72,66,15.7380254,207,0,1.717328,
Hess,2013,Dividend/reinvestment balance for long-term growth,36,29,75,50,78,73,15.7380254,152,1,1.2610331,
Hess,2013,GDP and Disposable Income,75,78,66,58,73,74,15.7380254,210,2,1.7422168,
Hess,2013,Innovation,83,69,69,49,68,50,15.7380254,168,3,1.3937735,
Hess,2013,Market Transition,71,64,60,49,67,52,15.7380254,165,4,1.3688847,
Hess,2013,Professional Skills Development,36,24,77,54,79,54,15.7380254,132,5,1.0951077,
Hess,2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,44,100,58,100,79,15.7380254,181,6,1.501625,
Hess,2013,Regulated Carbon Price,70,80,79,111,80,113,15.7380254,304,7,2.5220663,
Hess,2013,Wages and Benefits,42,45,94,87,80,109,15.7380254,241,8,1.9994012,
Hess,2013,Well-being and health,28,35,50,51,56,51,15.7380254,137,9,1.1365891,
Hess,2014,Associated Energy Costs,100,79,78,62,66,57,-18.1105212,198,0,-1.9013166,-0.043478261
Hess,2014,Dividend/reinvestment balance for long-term growth,32,27,68,57,77,60,-18.1105212,144,1,-1.3827757,-0.052631579
Hess,2014,GDP and Disposable Income,77,65,68,58,68,69,-18.1105212,192,2,-1.843701,-0.085714286
Hess,2014,Innovation,85,62,71,50,65,43,-18.1105212,155,3,-1.4884044,-0.077380952
Hess,2014,Market Transition,74,65,62,50,61,45,-18.1105212,160,4,-1.5364175,-0.03030303
Hess,2014,Professional Skills Development,38,26,84,59,79,45,-18.1105212,130,5,-1.2483392,-0.015151515
Hess,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,48,100,65,96,76,-18.1105212,189,6,-1.8148932,0.044198895
Hess,2014,Regulated Carbon Price,67,104,79,140,79,117,-18.1105212,361,7,-3.466542,0.1875
Hess,2014,Wages and Benefits,42,43,96,82,100,102,-18.1105212,227,8,-2.1797923,-0.058091286
Hess,2014,Well-being and health,29,31,52,57,43,42,-18.1105212,130,9,-1.2483392,-0.051094891
Hess,2016,Associated Energy Costs,97,78,74,64,77,64,-8.4330484,206,0,-0.8549252,0.04040404
Hess,2016,Dividend/reinvestment balance for long-term growth,30,32,54,62,66,77,-8.4330484,171,1,-0.7096709,0.1875
Hess,2016,GDP and Disposable Income,77,71,65,56,76,67,-8.4330484,194,2,-0.8051237,0.010416667
Hess,2016,Innovation,85,76,66,53,80,53,-8.4330484,182,3,-0.7553222,0.174193548
Hess,2016,Market Transition,72,60,58,48,70,54,-8.4330484,162,4,-0.6723198,0.0125
Hess,2016,Professional Skills Development,32,28,60,58,70,55,-8.4330484,141,5,-0.5851672,0.084615385
Hess,2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,54,100,66,100,78,-8.4330484,198,6,-0.8217242,0.047619048
Hess,2016,Regulated Carbon Price,70,140,74,124,83,109,-8.4330484,373,7,-1.5479956,0.033240997
Hess,2016,Wages and Benefits,41,52,77,78,87,94,-8.4330484,224,8,-0.9296274,-0.013215859
Hess,2016,Well-being and health,29,46,50,71,52,64,-8.4330484,181,9,-0.7511721,0.392307692
Hess,2017,Associated Energy Costs,97,80,72,58,79,60,4.9989629,198,0,0.5214935,-0.038834951
Hess,2017,Dividend/reinvestment balance for long-term growth,31,29,58,56,74,68,4.9989629,153,1,0.4029722,-0.105263158
Hess,2017,GDP and Disposable Income,78,74,65,52,81,61,4.9989629,187,2,0.4925216,-0.036082474
Hess,2017,Innovation,87,61,66,47,76,48,4.9989629,156,3,0.4108737,-0.142857143
Hess,2017,Market Transition,74,61,58,44,74,51,4.9989629,156,4,0.4108737,-0.037037037
Hess,2017,Professional Skills Development,33,26,62,43,70,47,4.9989629,116,5,0.3055214,-0.177304965
Hess,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,52,100,71,100,72,4.9989629,195,6,0.5135921,-0.015151515
Hess,2017,Regulated Carbon Price,79,116,80,118,92,114,4.9989629,348,7,0.9165643,-0.067024129
Hess,2017,Wages and Benefits,42,47,85,73,87,96,4.9989629,216,8,0.568902,-0.035714286
Hess,2017,Well-being and health,25,33,40,69,51,71,4.9989629,173,9,0.4556484,-0.044198895
Hess,2019,Associated Energy Costs,93,74,66,53,44,37,-44.7119376,164,0,-4.580111,-0.171717172
Hess,2019,Dividend/reinvestment balance for long-term growth,37,37,72,62,63,49,-44.7119376,148,1,-4.1332709,-0.032679739
Hess,2019,GDP and Disposable Income,78,72,62,56,47,39,-44.7119376,167,2,-4.6638936,-0.106951872
Hess,2019,Innovation,85,63,62,46,42,30,-44.7119376,139,3,-3.8819234,-0.108974359
Hess,2019,Market Transition,68,57,54,45,40,34,-44.7119376,136,4,-3.7981409,-0.128205128
Hess,2019,Professional Skills Development,35,26,59,49,44,32,-44.7119376,107,5,-2.9882432,-0.077586207
Hess,2019,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,55,89,71,57,39,-44.7119376,165,6,-4.6080385,-0.153846154
Hess,2019,Regulated Carbon Price,78,100,73,111,49,69,-44.7119376,280,7,-7.8197018,-0.195402299
Hess,2019,Wages and Benefits,48,35,100,65,100,60,-44.7119376,160,8,-4.468401,-0.259259259
Hess,2019,Well-being and health,40,37,50,59,32,39,-44.7119376,135,9,-3.7702134,-0.219653179
Hess,2020,Associated Energy Costs,94,80,75,69,70,70,112.4924925,219,0,11.4054888,0.335365854
Hess,2020,Dividend/reinvestment balance for long-term growth,37,42,70,82,100,90,112.4924925,214,1,11.1450895,0.445945946
Hess,2020,GDP and Disposable Income,79,88,67,72,73,82,112.4924925,242,2,12.6033255,0.449101796
Hess,2020,Innovation,88,71,72,54,76,69,112.4924925,194,3,10.1034924,0.395683453
Hess,2020,Market Transition,70,60,60,56,68,67,112.4924925,183,4,9.5306139,0.345588235
Hess,2020,Professional Skills Development,34,32,68,58,73,60,112.4924925,150,5,7.8119786,0.401869159
Hess,2020,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,65,100,90,94,104,112.4924925,259,6,13.4886831,0.56969697
Hess,2020,Regulated Carbon Price,81,85,80,116,78,116,112.4924925,317,7,16.5093149,0.132142857
Hess,2020,Wages and Benefits,43,40,76,83,83,112,112.4924925,235,8,12.2387665,0.46875
Hess,2020,Well-being and health,37,61,55,86,55,0,112.4924925,147,9,7.6557391,0.088888889
MARATHON OIL,2013,Associated Energy Costs,100,126,79,89,72,77,5.3380783,292,0,0.6185392,
MARATHON OIL,2013,Dividend/reinvestment balance for long-term growth,36,46,75,125,78,111,5.3380783,282,1,0.5973564,
MARATHON OIL,2013,GDP and Disposable Income,75,92,66,69,73,74,5.3380783,235,2,0.497797,
MARATHON OIL,2013,Innovation,83,81,69,80,68,70,5.3380783,231,3,0.4893238,
MARATHON OIL,2013,Market Transition,71,101,60,63,67,63,5.3380783,227,4,0.4808507,
MARATHON OIL,2013,Professional Skills Development,36,44,77,113,79,94,5.3380783,251,5,0.5316895,
MARATHON OIL,2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,113,100,151,100,119,5.3380783,383,6,0.8113032,
MARATHON OIL,2013,Regulated Carbon Price,70,83,79,92,80,76,5.3380783,251,7,0.5316895,
MARATHON OIL,2013,Wages and Benefits,42,49,94,155,80,100,5.3380783,304,8,0.6439587,
MARATHON OIL,2013,Well-being and health,28,17,50,47,56,0,5.3380783,64,9,0.1355702,
MARATHON OIL,2014,Associated Energy Costs,100,119,78,87,66,77,-26.4921171,283,0,-3.1264675,-0.030821918
MARATHON OIL,2014,Dividend/reinvestment balance for long-term growth,32,46,68,114,77,87,-26.4921171,247,1,-2.7287543,-0.124113475
MARATHON OIL,2014,GDP and Disposable Income,77,89,68,73,68,74,-26.4921171,236,2,-2.6072309,0.004255319
MARATHON OIL,2014,Innovation,85,80,71,76,65,71,-26.4921171,227,3,-2.5078026,-0.017316017
MARATHON OIL,2014,Market Transition,74,93,62,65,61,69,-26.4921171,227,4,-2.5078026,0
MARATHON OIL,2014,Professional Skills Development,38,47,84,121,79,91,-26.4921171,259,5,-2.8613254,0.03187251
MARATHON OIL,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,120,100,148,96,110,-26.4921171,378,6,-4.1759884,-0.01305483
MARATHON OIL,2014,Regulated Carbon Price,67,76,79,91,79,74,-26.4921171,241,7,-2.6624688,-0.039840637
MARATHON OIL,2014,Wages and Benefits,42,40,96,114,100,82,-26.4921171,236,8,-2.6072309,-0.223684211
MARATHON OIL,2014,Well-being and health,29,19,52,45,43,0,-26.4921171,64,9,-0.7070457,0
MARATHON OIL,2016,Associated Energy Costs,97,132,74,86,77,0,41.8312388,218,0,5.1696202,-0.229681979
MARATHON OIL,2016,Dividend/reinvestment balance for long-term growth,30,52,54,144,66,0,41.8312388,196,1,4.6479154,-0.206477733
MARATHON OIL,2016,GDP and Disposable Income,77,94,65,74,76,0,41.8312388,168,2,3.9839275,-0.288135593
MARATHON OIL,2016,Innovation,85,104,66,74,80,0,41.8312388,178,3,4.221066,-0.215859031
MARATHON OIL,2016,Market Transition,72,100,58,67,70,0,41.8312388,167,4,3.9602137,-0.264317181
MARATHON OIL,2016,Professional Skills Development,32,52,60,122,70,0,41.8312388,174,5,4.1262106,-0.328185328
MARATHON OIL,2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,121,100,163,100,0,41.8312388,284,6,6.7347346,-0.248677249
MARATHON OIL,2016,Regulated Carbon Price,70,74,74,89,83,0,41.8312388,163,7,3.8653582,-0.323651452
MARATHON OIL,2016,Wages and Benefits,41,42,77,121,87,0,41.8312388,163,8,3.8653582,-0.309322034
MARATHON OIL,2016,Well-being and health,29,15,50,38,52,0,41.8312388,53,9,1.2568343,-0.171875
MARATHON OIL,2017,Associated Energy Costs,97,133,72,112,79,109,2.0886076,354,0,0.2532947,0.623853211
MARATHON OIL,2017,Dividend/reinvestment balance for long-term growth,31,51,58,140,74,131,2.0886076,322,1,0.230398,0.642857143
MARATHON OIL,2017,GDP and Disposable Income,78,92,65,83,81,98,2.0886076,273,2,0.1953374,0.625
MARATHON OIL,2017,Innovation,87,105,66,98,76,92,2.0886076,295,3,0.2110789,0.657303371
MARATHON OIL,2017,Market Transition,74,110,58,73,74,81,2.0886076,264,4,0.1888977,0.580838323
MARATHON OIL,2017,Professional Skills Development,33,55,62,136,70,142,2.0886076,333,5,0.2382687,0.913793103
MARATHON OIL,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,111,100,150,100,145,2.0886076,406,6,0.2905018,0.429577465
MARATHON OIL,2017,Regulated Carbon Price,79,108,80,103,92,94,2.0886076,305,7,0.2182341,0.871165644
MARATHON OIL,2017,Wages and Benefits,42,53,85,138,87,118,2.0886076,309,8,0.2210962,0.895705521
MARATHON OIL,2017,Well-being and health,25,17,40,41,51,0,2.0886076,58,9,0.0415003,0.094339623
MARATHON OIL,2019,Associated Energy Costs,93,84,66,63,44,30,-80.3111909,177,0,-8.9968866,-0.5
MARATHON OIL,2019,Dividend/reinvestment balance for long-term growth,37,31,72,78,63,62,-80.3111909,171,1,-8.6919074,-0.468944099
MARATHON OIL,2019,GDP and Disposable Income,78,63,62,53,47,21,-80.3111909,137,2,-6.9636919,-0.498168498
MARATHON OIL,2019,Innovation,85,62,62,55,42,23,-80.3111909,140,3,-7.1161815,-0.525423729
MARATHON OIL,2019,Market Transition,68,53,54,43,40,21,-80.3111909,117,4,-5.9470945,-0.556818182
MARATHON OIL,2019,Professional Skills Development,35,35,59,63,44,22,-80.3111909,120,5,-6.0995841,-0.63963964
MARATHON OIL,2019,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,76,89,90,57,43,-80.3111909,209,6,-10.6234423,-0.485221675
MARATHON OIL,2019,Regulated Carbon Price,78,96,73,87,49,0,-80.3111909,183,7,-9.3018658,-0.4
MARATHON OIL,2019,Wages and Benefits,48,41,100,104,100,38,-80.3111909,183,8,-9.3018658,-0.40776699
MARATHON OIL,2019,Well-being and health,40,61,50,54,32,28,-80.3111909,143,9,-7.2686711,1.465517241
MARATHON OIL,2020,Associated Energy Costs,94,79,75,69,70,67,224.6200608,215,0,23.0407028,0.214689266
MARATHON OIL,2020,Dividend/reinvestment balance for long-term growth,37,31,70,95,100,109,224.6200608,235,1,25.184024,0.374269006
MARATHON OIL,2020,GDP and Disposable Income,79,61,67,63,73,77,224.6200608,201,2,21.540378,0.467153285
MARATHON OIL,2020,Innovation,88,55,72,63,76,64,224.6200608,182,3,19.5042228,0.3
MARATHON OIL,2020,Market Transition,70,53,60,55,68,62,224.6200608,170,4,18.2182301,0.452991453
MARATHON OIL,2020,Professional Skills Development,34,29,68,51,73,63,224.6200608,143,5,15.3247465,0.191666667
MARATHON OIL,2020,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,76,100,104,94,115,224.6200608,295,6,31.6139876,0.411483254
MARATHON OIL,2020,Regulated Carbon Price,81,82,80,92,78,75,224.6200608,249,7,26.6843488,0.360655738
MARATHON OIL,2020,Wages and Benefits,43,42,76,117,83,96,224.6200608,255,8,27.3273452,0.393442623
MARATHON OIL,2020,Well-being and health,37,75,55,76,55,0,224.6200608,151,9,16.182075,0.055944056
Ovintiv Inc.,2019,Associated Energy Costs,93,99,66,61,44,40,-92.5414365,200,0,-8.2478999,
Ovintiv Inc.,2019,Dividend/reinvestment balance for long-term growth,37,28,72,86,63,49,-92.5414365,163,1,-6.7220384,
Ovintiv Inc.,2019,GDP and Disposable Income,78,81,62,84,47,55,-92.5414365,220,2,-9.0726899,
Ovintiv Inc.,2019,Innovation,85,80,62,76,42,44,-92.5414365,200,3,-8.2478999,
Ovintiv Inc.,2019,Market Transition,68,70,54,63,40,47,-92.5414365,180,4,-7.4231099,
Ovintiv Inc.,2019,Professional Skills Development,35,29,59,60,44,27,-92.5414365,116,5,-4.7837819,
Ovintiv Inc.,2019,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,71,89,66,57,57,-92.5414365,194,6,-8.0004629,
Ovintiv Inc.,2019,Regulated Carbon Price,78,75,73,94,49,82,-92.5414365,251,7,-10.3511143,
Ovintiv Inc.,2019,Wages and Benefits,48,90,100,336,100,198,-92.5414365,624,8,-25.7334476,
Ovintiv Inc.,2019,Well-being and health,40,26,50,44,32,26,-92.5414365,96,9,-3.9589919,
Ovintiv Inc.,2020,Associated Energy Costs,94,110,75,80,70,83,782.2222222,273,0,97.376501,0.365
Ovintiv Inc.,2020,Dividend/reinvestment balance for long-term growth,37,51,70,81,100,77,782.2222222,209,1,74.5483103,0.282208589
Ovintiv Inc.,2020,GDP and Disposable Income,79,98,67,75,73,88,782.2222222,261,2,93.0962152,0.186363636
Ovintiv Inc.,2020,Innovation,88,97,72,68,76,77,782.2222222,242,3,86.3190961,0.21
Ovintiv Inc.,2020,Market Transition,70,91,60,64,68,79,782.2222222,234,4,83.4655723,0.3
Ovintiv Inc.,2020,Professional Skills Development,34,32,68,62,73,60,782.2222222,154,5,54.9303339,0.327586207
Ovintiv Inc.,2020,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,78,100,79,94,120,782.2222222,277,6,98.8032629,0.427835052
Ovintiv Inc.,2020,Regulated Carbon Price,81,77,80,77,78,81,782.2222222,235,7,83.8222628,-0.06374502
Ovintiv Inc.,2020,Wages and Benefits,43,51,76,79,83,73,782.2222222,203,8,72.4081674,-0.674679487
Ovintiv Inc.,2020,Well-being and health,37,24,55,44,55,37,782.2222222,105,9,37.4525004,0.09375
PIONEER NATURAL RESOURCES,2013,Associated Energy Costs,100,150,79,120,72,77,50.6156942,347,0,6.8527686,
PIONEER NATURAL RESOURCES,2013,Dividend/reinvestment balance for long-term growth,36,95,75,180,78,115,50.6156942,390,1,7.7019589,
PIONEER NATURAL RESOURCES,2013,GDP and Disposable Income,75,85,66,71,73,63,50.6156942,219,2,4.3249462,
PIONEER NATURAL RESOURCES,2013,Innovation,83,126,69,123,68,86,50.6156942,335,3,6.6157852,
PIONEER NATURAL RESOURCES,2013,Market Transition,71,85,60,64,67,62,50.6156942,211,4,4.1669573,
PIONEER NATURAL RESOURCES,2013,Professional Skills Development,36,50,77,98,79,80,50.6156942,228,5,4.5026837,
PIONEER NATURAL RESOURCES,2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,92,100,102,100,118,50.6156942,312,6,6.1615671,
PIONEER NATURAL RESOURCES,2013,Regulated Carbon Price,70,63,79,94,80,79,50.6156942,236,7,4.6606726,
PIONEER NATURAL RESOURCES,2013,Wages and Benefits,42,35,94,134,80,0,50.6156942,169,8,3.3375155,
PIONEER NATURAL RESOURCES,2013,Well-being and health,28,38,50,78,56,0,50.6156942,116,9,2.2908391,
PIONEER NATURAL RESOURCES,2014,Associated Energy Costs,100,136,78,108,66,0,-12.6269103,244,0,-1.9928629,-0.296829971
PIONEER NATURAL RESOURCES,2014,Dividend/reinvestment balance for long-term growth,32,48,68,72,77,0,-12.6269103,120,1,-0.9800965,-0.692307692
PIONEER NATURAL RESOURCES,2014,GDP and Disposable Income,77,71,68,65,68,0,-12.6269103,136,2,-1.1107761,-0.378995434
PIONEER NATURAL RESOURCES,2014,Innovation,85,113,71,99,65,0,-12.6269103,212,3,-1.7315039,-0.367164179
PIONEER NATURAL RESOURCES,2014,Market Transition,74,87,62,63,61,0,-12.6269103,150,4,-1.2251207,-0.289099526
PIONEER NATURAL RESOURCES,2014,Professional Skills Development,38,51,84,97,79,0,-12.6269103,148,5,-1.2087857,-0.350877193
PIONEER NATURAL RESOURCES,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,82,100,86,96,0,-12.6269103,168,6,-1.3721351,-0.461538462
PIONEER NATURAL RESOURCES,2014,Regulated Carbon Price,67,47,79,63,79,0,-12.6269103,110,7,-0.8984218,-0.533898305
PIONEER NATURAL RESOURCES,2014,Wages and Benefits,42,33,96,98,100,0,-12.6269103,131,8,-1.0699387,-0.224852071
PIONEER NATURAL RESOURCES,2014,Well-being and health,29,38,52,89,43,0,-12.6269103,127,9,-1.0372688,0.094827586
PIONEER NATURAL RESOURCES,2016,Associated Energy Costs,97,122,74,87,77,81,32.3220122,290,0,4.6402889,0.18852459
PIONEER NATURAL RESOURCES,2016,Dividend/reinvestment balance for long-term growth,30,44,54,63,66,0,32.3220122,107,1,1.7121066,-0.108333333
PIONEER NATURAL RESOURCES,2016,GDP and Disposable Income,77,65,65,52,76,61,32.3220122,178,2,2.8481773,0.308823529
PIONEER NATURAL RESOURCES,2016,Innovation,85,98,66,80,80,78,32.3220122,256,3,4.096255,0.20754717
PIONEER NATURAL RESOURCES,2016,Market Transition,72,70,58,50,70,60,32.3220122,180,4,2.8801793,0.2
PIONEER NATURAL RESOURCES,2016,Professional Skills Development,32,55,60,94,70,80,32.3220122,229,5,3.6642281,0.547297297
PIONEER NATURAL RESOURCES,2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,79,100,85,100,103,32.3220122,267,6,4.272266,0.589285714
PIONEER NATURAL RESOURCES,2016,Regulated Carbon Price,70,64,74,70,83,62,32.3220122,196,7,3.1361952,0.781818182
PIONEER NATURAL RESOURCES,2016,Wages and Benefits,41,36,77,89,87,58,32.3220122,183,8,2.9281823,0.396946565
PIONEER NATURAL RESOURCES,2016,Well-being and health,29,32,50,59,52,43,32.3220122,134,9,2.1441335,0.05511811
PIONEER NATURAL RESOURCES,2017,Associated Energy Costs,97,114,72,70,79,84,-7.7592225,268,0,-0.9954388,-0.075862069
PIONEER NATURAL RESOURCES,2017,Dividend/reinvestment balance for long-term growth,31,46,58,68,74,78,-7.7592225,192,1,-0.7131502,0.794392523
PIONEER NATURAL RESOURCES,2017,GDP and Disposable Income,78,78,65,55,81,68,-7.7592225,201,2,-0.7465791,0.129213483
PIONEER NATURAL RESOURCES,2017,Innovation,87,107,66,70,76,76,-7.7592225,253,3,-0.9397239,-0.01171875
PIONEER NATURAL RESOURCES,2017,Market Transition,74,66,58,46,74,66,-7.7592225,178,4,-0.6611496,-0.011111111
PIONEER NATURAL RESOURCES,2017,Professional Skills Development,33,39,62,62,70,81,-7.7592225,182,5,-0.6760069,-0.205240175
PIONEER NATURAL RESOURCES,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,83,100,82,100,106,-7.7592225,271,6,-1.0065818,0.014981273
PIONEER NATURAL RESOURCES,2017,Regulated Carbon Price,79,60,80,66,92,60,-7.7592225,186,7,-0.6908642,-0.051020408
PIONEER NATURAL RESOURCES,2017,Wages and Benefits,42,32,85,87,87,105,-7.7592225,224,8,-0.8320085,0.224043716
PIONEER NATURAL RESOURCES,2017,Well-being and health,25,32,40,63,51,39,-7.7592225,134,9,-0.4977194,0
PIONEER NATURAL RESOURCES,2019,Associated Energy Costs,93,111,66,65,44,36,-53.9335435,212,0,-7.2183783,-0.208955224
PIONEER NATURAL RESOURCES,2019,Dividend/reinvestment balance for long-term growth,37,28,72,38,63,0,-53.9335435,66,1,-2.247231,-0.65625
PIONEER NATURAL RESOURCES,2019,GDP and Disposable Income,78,89,62,64,47,36,-53.9335435,189,2,-6.4352523,-0.059701493
PIONEER NATURAL RESOURCES,2019,Innovation,85,115,62,68,42,35,-53.9335435,218,3,-7.422672,-0.138339921
PIONEER NATURAL RESOURCES,2019,Market Transition,68,76,54,51,40,35,-53.9335435,162,4,-5.5159306,-0.08988764
PIONEER NATURAL RESOURCES,2019,Professional Skills Development,35,41,59,65,44,40,-53.9335435,146,5,-4.9711473,-0.197802198
PIONEER NATURAL RESOURCES,2019,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,94,89,86,57,58,-53.9335435,238,6,-8.1036511,-0.121771218
PIONEER NATURAL RESOURCES,2019,Regulated Carbon Price,78,48,73,63,49,34,-53.9335435,145,7,-4.9370984,-0.220430108
PIONEER NATURAL RESOURCES,2019,Wages and Benefits,48,24,100,61,100,14,-53.9335435,99,8,-3.3708465,-0.558035714
PIONEER NATURAL RESOURCES,2019,Well-being and health,40,34,50,49,32,26,-53.9335435,109,9,-3.711336,-0.186567164
PIONEER NATURAL RESOURCES,2020,Associated Energy Costs,94,79,75,71,70,66,126.4005702,216,0,15.2187977,0.018867925
PIONEER NATURAL RESOURCES,2020,Dividend/reinvestment balance for long-term growth,37,29,70,52,100,0,126.4005702,81,1,5.7070492,0.227272727
PIONEER NATURAL RESOURCES,2020,GDP and Disposable Income,79,73,67,62,73,67,126.4005702,202,2,14.2323942,0.068783069
PIONEER NATURAL RESOURCES,2020,Innovation,88,95,72,93,76,66,126.4005702,254,3,17.8961788,0.165137615
PIONEER NATURAL RESOURCES,2020,Market Transition,70,56,60,52,68,64,126.4005702,172,4,12.1186723,0.061728395
PIONEER NATURAL RESOURCES,2020,Professional Skills Development,34,35,68,72,73,50,126.4005702,157,5,11.0618113,0.075342466
PIONEER NATURAL RESOURCES,2020,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,77,100,96,94,104,126.4005702,277,6,19.516699,0.163865546
PIONEER NATURAL RESOURCES,2020,Regulated Carbon Price,81,48,80,68,78,62,126.4005702,178,7,12.5414167,0.227586207
PIONEER NATURAL RESOURCES,2020,Wages and Benefits,43,27,76,64,83,36,126.4005702,127,8,8.9480894,0.282828283
PIONEER NATURAL RESOURCES,2020,Well-being and health,37,32,55,60,55,38,126.4005702,130,9,9.1594616,0.19266055
Range Resources,2013,Associated Energy Costs,100,125,79,99,72,0,2.4320988,224,0,0.3445858,
Range Resources,2013,Dividend/reinvestment balance for long-term growth,36,28,75,48,78,0,2.4320988,76,1,0.116913,
Range Resources,2013,GDP and Disposable Income,75,98,66,82,73,0,2.4320988,180,2,0.2768993,
Range Resources,2013,Innovation,83,125,69,85,68,0,2.4320988,210,3,0.3230492,
Range Resources,2013,Market Transition,71,93,60,75,67,0,2.4320988,168,4,0.2584393,
Range Resources,2013,Professional Skills Development,36,31,77,70,79,0,2.4320988,101,5,0.1553713,
Range Resources,2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,127,100,124,100,0,2.4320988,251,6,0.3861207,
Range Resources,2013,Regulated Carbon Price,70,63,79,88,80,0,2.4320988,151,7,0.2322877,
Range Resources,2013,Wages and Benefits,42,36,94,130,80,0,2.4320988,166,8,0.2553627,
Range Resources,2013,Well-being and health,28,14,50,40,56,0,2.4320988,54,9,0.0830698,
Range Resources,2014,Associated Energy Costs,100,129,78,94,66,71,-37.2785344,294,0,-4.9191603,0.3125
Range Resources,2014,Dividend/reinvestment balance for long-term growth,32,27,68,48,77,72,-37.2785344,147,1,-2.4595801,0.934210526
Range Resources,2014,GDP and Disposable Income,77,92,68,77,68,73,-37.2785344,242,2,-4.0491047,0.344444444
Range Resources,2014,Innovation,85,102,71,74,65,70,-37.2785344,246,3,-4.1160321,0.171428571
Range Resources,2014,Market Transition,74,87,62,72,61,70,-37.2785344,229,4,-3.8315908,0.363095238
Range Resources,2014,Professional Skills Development,38,32,84,76,79,57,-37.2785344,165,5,-2.7607532,0.633663366
Range Resources,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,134,100,131,96,93,-37.2785344,358,6,-5.9899979,0.426294821
Range Resources,2014,Regulated Carbon Price,67,57,79,76,79,94,-37.2785344,227,7,-3.7981272,0.503311258
Range Resources,2014,Wages and Benefits,42,34,96,127,100,112,-37.2785344,273,8,-4.5677917,0.644578313
Range Resources,2014,Well-being and health,29,13,52,34,43,0,-37.2785344,47,9,-0.7863964,-0.12962963
Range Resources,2016,Associated Energy Costs,97,135,74,89,77,85,-10.1297097,309,0,-1.3052879,0.051020408
Range Resources,2016,Dividend/reinvestment balance for long-term growth,30,33,54,53,66,85,-10.1297097,171,1,-0.7223438,0.163265306
Range Resources,2016,GDP and Disposable Income,77,94,65,72,76,83,-10.1297097,249,2,-1.0518339,0.02892562
Range Resources,2016,Innovation,85,112,66,77,80,82,-10.1297097,271,3,-1.144767,0.101626016
Range Resources,2016,Market Transition,72,87,58,68,70,82,-10.1297097,237,4,-1.0011431,0.034934498
Range Resources,2016,Professional Skills Development,32,33,60,73,70,65,-10.1297097,171,5,-0.7223438,0.036363636
