company_name,year,sector_exposure_path_name,Sector_EI,Compnay_EI,Sector_EM,Company_EM,Sector_IM,Company_IM,CHG_PER_STOCK_PRICE,Combined_score
"EOG Resources, Inc.",2018,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,107,100,93,100,103,-0.0925,303
"EOG Resources, Inc.",2018,Regulated Carbon Price,77,71,83,77,84,74,-0.0925,222
"EOG Resources, Inc.",2018,Wages and Benefits,42,36,90,132,98,126,-0.0925,294
"EOG Resources, Inc.",2018,Well-being and health,33,17,48,37,47,33,-0.0925,87
"EOG Resources, Inc.",2019,Associated Energy Costs,93,108,66,63,44,41,-0.622907396,212
"EOG Resources, Inc.",2019,Dividend/reinvestment balance for long-term growth,37,24,72,56,63,52,-0.622907396,132
"EOG Resources, Inc.",2019,GDP and Disposable Income,78,114,62,74,47,44,-0.622907396,232
"EOG Resources, Inc.",2019,Innovation,85,104,62,63,42,42,-0.622907396,209
"EOG Resources, Inc.",2019,Market Transition,68,71,54,50,40,40,-0.622907396,161
"EOG Resources, Inc.",2019,Professional Skills Development,35,33,59,52,44,40,-0.622907396,125
"EOG Resources, Inc.",2019,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,104,89,95,57,60,-0.622907396,259
"EOG Resources, Inc.",2019,Regulated Carbon Price,78,57,73,65,49,51,-0.622907396,173
"EOG Resources, Inc.",2019,Wages and Benefits,48,31,100,103,100,76,-0.622907396,210
"EOG Resources, Inc.",2019,Well-being and health,40,26,50,45,32,26,-0.622907396,97
"EOG Resources, Inc.",2020,Associated Energy Costs,94,127,75,86,70,77,1.019387468,290
"EOG Resources, Inc.",2020,Dividend/reinvestment balance for long-term growth,37,25,70,69,100,79,1.019387468,173
"EOG Resources, Inc.",2020,GDP and Disposable Income,79,118,67,78,73,79,1.019387468,275
"EOG Resources, Inc.",2020,Innovation,88,100,72,76,76,68,1.019387468,244
"EOG Resources, Inc.",2020,Market Transition,70,81,60,62,68,62,1.019387468,205
"EOG Resources, Inc.",2020,Professional Skills Development,34,37,68,87,73,70,1.019387468,194
"EOG Resources, Inc.",2020,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,125,100,127,94,111,1.019387468,363
"EOG Resources, Inc.",2020,Regulated Carbon Price,81,70,80,74,78,74,1.019387468,218
"EOG Resources, Inc.",2020,Wages and Benefits,43,28,76,99,83,129,1.019387468,256
"EOG Resources, Inc.",2020,Well-being and health,37,21,55,41,55,44,1.019387468,106
"EOG Resources, Inc.",2021,Associated Energy Costs,92,112,75,88,77,80,0.647140671,280
"EOG Resources, Inc.",2021,Executive compensation,33,12,56,78,68,0,0.647140671,90
"EOG Resources, Inc.",2021,GDP and Disposable Income,76,101,64,82,77,78,0.647140671,261
"EOG Resources, Inc.",2021,Innovation,89,98,72,85,78,74,0.647140671,257
"EOG Resources, Inc.",2021,Market Transition,67,62,60,60,74,69,0.647140671,191
"EOG Resources, Inc.",2021,Professional Skills Development,38,45,71,92,83,76,0.647140671,213
"EOG Resources, Inc.",2021,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,103,100,113,100,114,0.647140671,330
"EOG Resources, Inc.",2021,Regulated Carbon Price,82,67,79,77,79,93,0.647140671,237
"EOG Resources, Inc.",2021,Wages and Benefits,41,26,73,88,79,127,0.647140671,241
"EOG Resources, Inc.",2021,Well-being and health,37,30,61,45,64,41,0.647140671,116
EQT Corp,2013,Associated Energy Costs,100,56,79,58,72,57,0.431127983,171
EQT Corp,2013,Dividend/reinvestment balance for long-term growth,36,19,75,51,78,0,0.431127983,70
EQT Corp,2013,GDP and Disposable Income,75,53,66,67,73,61,0.431127983,181
EQT Corp,2013,Innovation,83,49,69,61,68,51,0.431127983,161
EQT Corp,2013,Market Transition,71,45,60,51,67,52,0.431127983,148
EQT Corp,2013,Professional Skills Development,36,13,77,42,79,0,0.431127983,55
EQT Corp,2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,51,100,79,100,95,0.431127983,225
EQT Corp,2013,Regulated Carbon Price,70,71,79,78,80,70,0.431127983,219
EQT Corp,2013,Wages and Benefits,42,35,94,72,80,78,0.431127983,185
EQT Corp,2013,Well-being and health,28,39,50,43,56,33,0.431127983,115
EQT Corp,2014,Associated Energy Costs,100,62,78,64,66,54,-0.145509663,180
EQT Corp,2014,Dividend/reinvestment balance for long-term growth,32,23,68,64,77,0,-0.145509663,87
EQT Corp,2014,GDP and Disposable Income,77,58,68,73,68,67,-0.145509663,198
EQT Corp,2014,Innovation,85,65,71,75,65,57,-0.145509663,197
EQT Corp,2014,Market Transition,74,50,62,60,61,56,-0.145509663,166
EQT Corp,2014,Professional Skills Development,38,14,84,43,79,41,-0.145509663,98
EQT Corp,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,51,100,76,96,98,-0.145509663,225
EQT Corp,2014,Regulated Carbon Price,67,71,79,86,79,74,-0.145509663,231
EQT Corp,2014,Wages and Benefits,42,36,96,74,100,88,-0.145509663,198
EQT Corp,2014,Well-being and health,29,40,52,44,43,31,-0.145509663,115
EQT Corp,2015,Associated Energy Costs,100,63,75,63,75,37,-0.188470067,163
EQT Corp,2015,Dividend/reinvestment balance for long-term growth,31,25,62,56,58,0,-0.188470067,81
EQT Corp,2015,GDP and Disposable Income,75,66,65,75,72,34,-0.188470067,175
EQT Corp,2015,Innovation,87,92,69,92,70,35,-0.188470067,219
EQT Corp,2015,Market Transition,73,58,60,66,65,36,-0.188470067,160
EQT Corp,2015,Professional Skills Development,33,20,66,47,87,29,-0.188470067,96
EQT Corp,2015,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",96,53,100,71,100,46,-0.188470067,170
EQT Corp,2015,Regulated Carbon Price,70,81,77,81,79,36,-0.188470067,198
EQT Corp,2015,Wages and Benefits,40,34,88,75,93,29,-0.188470067,138
EQT Corp,2015,Well-being and health,31,27,45,36,52,35,-0.188470067,98
EQT Corp,2016,Associated Energy Costs,97,64,74,69,77,57,-0.091256831,190
EQT Corp,2016,Dividend/reinvestment balance for long-term growth,30,21,54,50,66,0,-0.091256831,71
EQT Corp,2016,GDP and Disposable Income,77,56,65,63,76,61,-0.091256831,180
EQT Corp,2016,Innovation,85,55,66,66,80,51,-0.091256831,172
EQT Corp,2016,Market Transition,72,47,58,51,70,51,-0.091256831,149
EQT Corp,2016,Professional Skills Development,32,13,60,30,70,31,-0.091256831,74
EQT Corp,2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,55,100,70,100,91,-0.091256831,216
EQT Corp,2016,Regulated Carbon Price,70,80,74,74,83,70,-0.091256831,224
EQT Corp,2016,Wages and Benefits,41,25,77,65,87,85,-0.091256831,175
EQT Corp,2016,Well-being and health,29,27,50,34,52,35,-0.091256831,96
EQT Corp,2017,Associated Energy Costs,97,77,72,69,79,55,-0.222489477,201
EQT Corp,2017,Dividend/reinvestment balance for long-term growth,31,21,58,58,74,0,-0.222489477,79
EQT Corp,2017,GDP and Disposable Income,78,68,65,63,81,64,-0.222489477,195
EQT Corp,2017,Innovation,87,69,66,69,76,55,-0.222489477,193
EQT Corp,2017,Market Transition,74,59,58,54,74,53,-0.222489477,166
EQT Corp,2017,Professional Skills Development,33,16,62,33,70,36,-0.222489477,85
EQT Corp,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,61,100,71,100,107,-0.222489477,239
EQT Corp,2017,Regulated Carbon Price,79,96,80,81,92,75,-0.222489477,252
EQT Corp,2017,Wages and Benefits,42,36,85,79,87,53,-0.222489477,168
EQT Corp,2017,Well-being and health,25,49,40,42,51,42,-0.222489477,133
EQT Corp,2018,Associated Energy Costs,88,78,71,74,71,55,-0.197989172,207
EQT Corp,2018,GDP and Disposable Income,72,53,67,65,76,57,-0.197989172,175
EQT Corp,2018,Innovation,86,129,73,128,79,112,-0.197989172,369
EQT Corp,2018,Market Transition,66,52,58,60,62,55,-0.197989172,167
EQT Corp,2018,Professional Skills Development,33,22,64,52,84,34,-0.197989172,108
EQT Corp,2018,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,67,100,81,100,109,-0.197989172,257
EQT Corp,2018,Regulated Carbon Price,77,112,83,113,84,80,-0.197989172,305
EQT Corp,2018,Wages and Benefits,42,56,90,132,98,129,-0.197989172,317
EQT Corp,2018,Well-being and health,33,49,48,53,47,43,-0.197989172,145
EQT Corp,2019,Associated Energy Costs,93,74,66,64,44,32,-0.662487946,170
EQT Corp,2019,Dividend/reinvestment balance for long-term growth,37,39,72,90,63,54,-0.662487946,183
EQT Corp,2019,GDP and Disposable Income,78,53,62,49,47,29,-0.662487946,131
EQT Corp,2019,Innovation,85,62,62,67,42,34,-0.662487946,163
EQT Corp,2019,Market Transition,68,46,54,49,40,28,-0.662487946,123
EQT Corp,2019,Professional Skills Development,35,23,59,47,44,31,-0.662487946,101
EQT Corp,2019,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,71,89,79,57,59,-0.662487946,209
EQT Corp,2019,Regulated Carbon Price,78,94,73,92,49,41,-0.662487946,227
EQT Corp,2019,Wages and Benefits,48,46,100,111,100,57,-0.662487946,214
EQT Corp,2019,Well-being and health,40,72,50,63,32,31,-0.662487946,166
EQT Corp,2020,Associated Energy Costs,94,97,75,75,70,55,1.654285714,227
EQT Corp,2020,Dividend/reinvestment balance for long-term growth,37,35,70,78,100,0,1.654285714,113
EQT Corp,2020,GDP and Disposable Income,79,63,67,57,73,49,1.654285714,169
EQT Corp,2020,Innovation,88,79,72,71,76,50,1.654285714,200
EQT Corp,2020,Market Transition,70,53,60,54,68,49,1.654285714,156
EQT Corp,2020,Professional Skills Development,34,30,68,60,73,54,1.654285714,144
EQT Corp,2020,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,79,100,98,94,108,1.654285714,285
EQT Corp,2020,Regulated Carbon Price,81,97,80,93,78,60,1.654285714,250
EQT Corp,2020,Wages and Benefits,43,34,76,72,83,60,1.654285714,166
EQT Corp,2020,Well-being and health,37,64,55,72,55,54,1.654285714,190
EQT Corp,2021,Associated Energy Costs,92,93,75,74,77,56,0.851991389,223
EQT Corp,2021,Executive compensation,33,36,56,75,68,53,0.851991389,164
EQT Corp,2021,GDP and Disposable Income,76,69,64,58,77,50,0.851991389,177
EQT Corp,2021,Innovation,89,71,72,74,78,55,0.851991389,200
EQT Corp,2021,Market Transition,67,58,60,57,74,50,0.851991389,165
EQT Corp,2021,Professional Skills Development,38,38,71,73,83,73,0.851991389,184
EQT Corp,2021,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,84,100,105,100,108,0.851991389,297
EQT Corp,2021,Regulated Carbon Price,82,75,79,78,79,67,0.851991389,220
EQT Corp,2021,Wages and Benefits,41,29,73,69,79,48,0.851991389,146
EQT Corp,2021,Well-being and health,37,60,61,70,64,53,0.851991389,183
EQT Corp,2022,Associated Energy Costs,88,90,72,69,81,46,0.880267364,205
EQT Corp,2022,Dividend/reinvestment balance for long-term growth,43,29,82,77,100,0,0.880267364,106
EQT Corp,2022,GDP and Disposable Income,75,66,63,56,75,44,0.880267364,166
EQT Corp,2022,Innovation,90,75,74,73,78,47,0.880267364,195
EQT Corp,2022,Market Transition,66,63,62,54,83,46,0.880267364,163
EQT Corp,2022,Professional Skills Development,40,36,70,67,82,62,0.880267364,165
EQT Corp,2022,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,84,100,98,98,68,0.880267364,250
EQT Corp,2022,Regulated Carbon Price,77,73,72,73,74,0,0.880267364,146
EQT Corp,2022,Wages and Benefits,45,29,80,61,84,47,0.880267364,137
EQT Corp,2022,Well-being and health,46,62,71,61,62,42,0.880267364,165
Hess,2013,Associated Energy Costs,100,79,79,62,72,66,0.157380254,207
Hess,2013,Dividend/reinvestment balance for long-term growth,36,29,75,50,78,73,0.157380254,152
Hess,2013,GDP and Disposable Income,75,78,66,58,73,74,0.157380254,210
Hess,2013,Innovation,83,69,69,49,68,50,0.157380254,168
Hess,2013,Market Transition,71,64,60,49,67,52,0.157380254,165
Hess,2013,Professional Skills Development,36,24,77,54,79,54,0.157380254,132
Hess,2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,44,100,58,100,79,0.157380254,181
Hess,2013,Regulated Carbon Price,70,80,79,111,80,113,0.157380254,304
Hess,2013,Wages and Benefits,42,45,94,87,80,109,0.157380254,241
Hess,2013,Well-being and health,28,35,50,51,56,51,0.157380254,137
Hess,2014,Associated Energy Costs,100,79,78,62,66,57,-0.181105212,198
Hess,2014,Dividend/reinvestment balance for long-term growth,32,27,68,57,77,60,-0.181105212,144
Hess,2014,GDP and Disposable Income,77,65,68,58,68,69,-0.181105212,192
Hess,2014,Innovation,85,62,71,50,65,43,-0.181105212,155
Hess,2014,Market Transition,74,65,62,50,61,45,-0.181105212,160
Hess,2014,Professional Skills Development,38,26,84,59,79,45,-0.181105212,130
Hess,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,48,100,65,96,76,-0.181105212,189
Hess,2014,Regulated Carbon Price,67,104,79,140,79,117,-0.181105212,361
Hess,2014,Wages and Benefits,42,43,96,82,100,102,-0.181105212,227
Hess,2014,Well-being and health,29,31,52,57,43,42,-0.181105212,130
Hess,2015,Associated Energy Costs,100,72,75,62,75,0,-0.224252247,134
Hess,2015,Dividend/reinvestment balance for long-term growth,31,35,62,84,58,0,-0.224252247,119
Hess,2015,GDP and Disposable Income,75,60,65,59,72,0,-0.224252247,119
Hess,2015,Innovation,87,69,69,51,70,0,-0.224252247,120
Hess,2015,Market Transition,73,60,60,53,65,0,-0.224252247,113
Hess,2015,Professional Skills Development,33,25,66,58,87,0,-0.224252247,83
Hess,2015,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",96,46,100,67,100,0,-0.224252247,113
Hess,2015,Regulated Carbon Price,70,111,77,128,79,0,-0.224252247,239
Hess,2015,Wages and Benefits,40,45,88,77,93,0,-0.224252247,122
Hess,2015,Well-being and health,31,38,45,59,52,0,-0.224252247,97
Hess,2016,Associated Energy Costs,97,78,74,64,77,64,-0.084330484,206
Hess,2016,Dividend/reinvestment balance for long-term growth,30,32,54,62,66,77,-0.084330484,171
Hess,2016,GDP and Disposable Income,77,71,65,56,76,67,-0.084330484,194
Hess,2016,Innovation,85,76,66,53,80,53,-0.084330484,182
Hess,2016,Market Transition,72,60,58,48,70,54,-0.084330484,162
Hess,2016,Professional Skills Development,32,28,60,58,70,55,-0.084330484,141
Hess,2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,54,100,66,100,78,-0.084330484,198
Hess,2016,Regulated Carbon Price,70,140,74,124,83,109,-0.084330484,373
Hess,2016,Wages and Benefits,41,52,77,78,87,94,-0.084330484,224
Hess,2016,Well-being and health,29,46,50,71,52,64,-0.084330484,181
Hess,2017,Associated Energy Costs,97,80,72,58,79,60,0.049989629,198
Hess,2017,Dividend/reinvestment balance for long-term growth,31,29,58,56,74,68,0.049989629,153
Hess,2017,GDP and Disposable Income,78,74,65,52,81,61,0.049989629,187
Hess,2017,Innovation,87,61,66,47,76,48,0.049989629,156
Hess,2017,Market Transition,74,61,58,44,74,51,0.049989629,156
Hess,2017,Professional Skills Development,33,26,62,43,70,47,0.049989629,116
Hess,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,52,100,71,100,72,0.049989629,195
Hess,2017,Regulated Carbon Price,79,116,80,118,92,114,0.049989629,348
Hess,2017,Wages and Benefits,42,47,85,73,87,96,0.049989629,216
Hess,2017,Well-being and health,25,33,40,69,51,71,0.049989629,173
Hess,2018,Associated Energy Costs,88,70,71,56,71,52,0.189845911,178
Hess,2018,GDP and Disposable Income,72,67,67,60,76,54,0.189845911,181
Hess,2018,Innovation,86,54,73,48,79,44,0.189845911,146
Hess,2018,Market Transition,66,61,58,51,62,45,0.189845911,157
Hess,2018,Professional Skills Development,33,25,64,45,84,45,0.189845911,115
Hess,2018,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,48,100,74,100,60,0.189845911,182
Hess,2018,Regulated Carbon Price,77,93,83,123,84,117,0.189845911,333
Hess,2018,Wages and Benefits,42,40,90,81,98,106,0.189845911,227
Hess,2018,Well-being and health,33,31,48,65,47,60,0.189845911,156
Hess,2019,Associated Energy Costs,93,74,66,53,44,37,-0.447119376,164
Hess,2019,Dividend/reinvestment balance for long-term growth,37,37,72,62,63,49,-0.447119376,148
Hess,2019,GDP and Disposable Income,78,72,62,56,47,39,-0.447119376,167
Hess,2019,Innovation,85,63,62,46,42,30,-0.447119376,139
Hess,2019,Market Transition,68,57,54,45,40,34,-0.447119376,136
Hess,2019,Professional Skills Development,35,26,59,49,44,32,-0.447119376,107
Hess,2019,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,55,89,71,57,39,-0.447119376,165
Hess,2019,Regulated Carbon Price,78,100,73,111,49,69,-0.447119376,280
Hess,2019,Wages and Benefits,48,35,100,65,100,60,-0.447119376,160
Hess,2019,Well-being and health,40,37,50,59,32,39,-0.447119376,135
Hess,2020,Associated Energy Costs,94,80,75,69,70,70,1.124924925,219
Hess,2020,Dividend/reinvestment balance for long-term growth,37,42,70,82,100,90,1.124924925,214
Hess,2020,GDP and Disposable Income,79,88,67,72,73,82,1.124924925,242
Hess,2020,Innovation,88,71,72,54,76,69,1.124924925,194
Hess,2020,Market Transition,70,60,60,56,68,67,1.124924925,183
Hess,2020,Professional Skills Development,34,32,68,58,73,60,1.124924925,150
Hess,2020,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,65,100,90,94,104,1.124924925,259
Hess,2020,Regulated Carbon Price,81,85,80,116,78,116,1.124924925,317
Hess,2020,Wages and Benefits,43,40,76,83,83,112,1.124924925,235
Hess,2020,Well-being and health,37,61,55,86,55,0,1.124924925,147
Hess,2021,Associated Energy Costs,92,86,75,64,77,66,0.512153759,216
Hess,2021,GDP and Disposable Income,76,85,64,60,77,66,0.512153759,211
Hess,2021,Innovation,89,71,72,51,78,48,0.512153759,170
Hess,2021,Market Transition,67,67,60,55,74,68,0.512153759,190
Hess,2021,Professional Skills Development,38,35,71,55,83,53,0.512153759,143
Hess,2021,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,67,100,92,100,93,0.512153759,252
Hess,2021,Regulated Carbon Price,82,68,79,90,79,100,0.512153759,258
Hess,2021,Wages and Benefits,41,37,73,74,79,100,0.512153759,211
Hess,2021,Well-being and health,37,54,61,89,64,63,0.512153759,206
MARATHON OIL,2013,Associated Energy Costs,100,126,79,89,72,77,0.053380783,292
MARATHON OIL,2013,Dividend/reinvestment balance for long-term growth,36,46,75,125,78,111,0.053380783,282
MARATHON OIL,2013,GDP and Disposable Income,75,92,66,69,73,74,0.053380783,235
MARATHON OIL,2013,Innovation,83,81,69,80,68,70,0.053380783,231
MARATHON OIL,2013,Market Transition,71,101,60,63,67,63,0.053380783,227
MARATHON OIL,2013,Professional Skills Development,36,44,77,113,79,94,0.053380783,251
MARATHON OIL,2013,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",91,113,100,151,100,119,0.053380783,383
MARATHON OIL,2013,Regulated Carbon Price,70,83,79,92,80,76,0.053380783,251
MARATHON OIL,2013,Wages and Benefits,42,49,94,155,80,100,0.053380783,304
MARATHON OIL,2013,Well-being and health,28,17,50,47,56,0,0.053380783,64
MARATHON OIL,2014,Associated Energy Costs,100,119,78,87,66,77,-0.264921171,283
MARATHON OIL,2014,Dividend/reinvestment balance for long-term growth,32,46,68,114,77,87,-0.264921171,247
MARATHON OIL,2014,GDP and Disposable Income,77,89,68,73,68,74,-0.264921171,236
MARATHON OIL,2014,Innovation,85,80,71,76,65,71,-0.264921171,227
MARATHON OIL,2014,Market Transition,74,93,62,65,61,69,-0.264921171,227
MARATHON OIL,2014,Professional Skills Development,38,47,84,121,79,91,-0.264921171,259
MARATHON OIL,2014,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",93,120,100,148,96,110,-0.264921171,378
MARATHON OIL,2014,Regulated Carbon Price,67,76,79,91,79,74,-0.264921171,241
MARATHON OIL,2014,Wages and Benefits,42,40,96,114,100,82,-0.264921171,236
MARATHON OIL,2014,Well-being and health,29,19,52,45,43,0,-0.264921171,64
MARATHON OIL,2015,Associated Energy Costs,100,112,75,74,75,92,-0.573343547,278
MARATHON OIL,2015,Dividend/reinvestment balance for long-term growth,31,31,62,76,58,99,-0.573343547,206
MARATHON OIL,2015,GDP and Disposable Income,75,80,65,56,72,85,-0.573343547,221
MARATHON OIL,2015,Innovation,87,77,69,57,70,86,-0.573343547,220
MARATHON OIL,2015,Market Transition,73,62,60,42,65,88,-0.573343547,192
MARATHON OIL,2015,Professional Skills Development,33,36,66,92,87,100,-0.573343547,228
MARATHON OIL,2015,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",96,98,100,112,100,113,-0.573343547,323
MARATHON OIL,2015,Regulated Carbon Price,70,65,77,81,79,79,-0.573343547,225
MARATHON OIL,2015,Wages and Benefits,40,39,88,92,93,93,-0.573343547,224
MARATHON OIL,2015,Well-being and health,31,26,45,46,52,0,-0.573343547,72
MARATHON OIL,2016,Associated Energy Costs,97,132,74,86,77,0,0.418312388,218
MARATHON OIL,2016,Dividend/reinvestment balance for long-term growth,30,52,54,144,66,0,0.418312388,196
MARATHON OIL,2016,GDP and Disposable Income,77,94,65,74,76,0,0.418312388,168
MARATHON OIL,2016,Innovation,85,104,66,74,80,0,0.418312388,178
MARATHON OIL,2016,Market Transition,72,100,58,67,70,0,0.418312388,167
MARATHON OIL,2016,Professional Skills Development,32,52,60,122,70,0,0.418312388,174
MARATHON OIL,2016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,121,100,163,100,0,0.418312388,284
MARATHON OIL,2016,Regulated Carbon Price,70,74,74,89,83,0,0.418312388,163
MARATHON OIL,2016,Wages and Benefits,41,42,77,121,87,0,0.418312388,163
MARATHON OIL,2016,Well-being and health,29,15,50,38,52,0,0.418312388,53
MARATHON OIL,2017,Associated Energy Costs,97,133,72,112,79,109,0.020886076,354
MARATHON OIL,2017,Dividend/reinvestment balance for long-term growth,31,51,58,140,74,131,0.020886076,322
MARATHON OIL,2017,GDP and Disposable Income,78,92,65,83,81,98,0.020886076,273
MARATHON OIL,2017,Innovation,87,105,66,98,76,92,0.020886076,295
MARATHON OIL,2017,Market Transition,74,110,58,73,74,81,0.020886076,264
MARATHON OIL,2017,Professional Skills Development,33,55,62,136,70,142,0.020886076,333
MARATHON OIL,2017,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,111,100,150,100,145,0.020886076,406
MARATHON OIL,2017,Regulated Carbon Price,79,108,80,103,92,94,0.020886076,305
MARATHON OIL,2017,Wages and Benefits,42,53,85,138,87,118,0.020886076,309
MARATHON OIL,2017,Well-being and health,25,17,40,41,51,0,0.020886076,58
MARATHON OIL,2018,Associated Energy Costs,88,86,71,82,71,85,0.035957843,253
MARATHON OIL,2018,GDP and Disposable Income,72,64,67,63,76,95,0.035957843,222
MARATHON OIL,2018,Innovation,86,62,73,63,79,74,0.035957843,199
MARATHON OIL,2018,Market Transition,66,47,58,45,62,69,0.035957843,161
MARATHON OIL,2018,Professional Skills Development,33,28,64,60,84,82,0.035957843,170
MARATHON OIL,2018,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,68,100,95,100,101,0.035957843,264
MARATHON OIL,2018,Regulated Carbon Price,77,104,83,114,84,88,0.035957843,306
MARATHON OIL,2018,Wages and Benefits,42,41,90,109,98,110,0.035957843,260
MARATHON OIL,2018,Well-being and health,33,58,48,51,47,43,0.035957843,152
MARATHON OIL,2019,Associated Energy Costs,93,84,66,63,44,30,-0.803111909,177
MARATHON OIL,2019,Dividend/reinvestment balance for long-term growth,37,31,72,78,63,62,-0.803111909,171
MARATHON OIL,2019,GDP and Disposable Income,78,63,62,53,47,21,-0.803111909,137
MARATHON OIL,2019,Innovation,85,62,62,55,42,23,-0.803111909,140
MARATHON OIL,2019,Market Transition,68,53,54,43,40,21,-0.803111909,117
MARATHON OIL,2019,Professional Skills Development,35,35,59,63,44,22,-0.803111909,120
MARATHON OIL,2019,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,76,89,90,57,43,-0.803111909,209
MARATHON OIL,2019,Regulated Carbon Price,78,96,73,87,49,0,-0.803111909,183
MARATHON OIL,2019,Wages and Benefits,48,41,100,104,100,38,-0.803111909,183
MARATHON OIL,2019,Well-being and health,40,61,50,54,32,28,-0.803111909,143
MARATHON OIL,2020,Associated Energy Costs,94,79,75,69,70,67,2.246200608,215
MARATHON OIL,2020,Dividend/reinvestment balance for long-term growth,37,31,70,95,100,109,2.246200608,235
MARATHON OIL,2020,GDP and Disposable Income,79,61,67,63,73,77,2.246200608,201
MARATHON OIL,2020,Innovation,88,55,72,63,76,64,2.246200608,182
MARATHON OIL,2020,Market Transition,70,53,60,55,68,62,2.246200608,170
MARATHON OIL,2020,Professional Skills Development,34,29,68,51,73,63,2.246200608,143
MARATHON OIL,2020,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,76,100,104,94,115,2.246200608,295
MARATHON OIL,2020,Regulated Carbon Price,81,82,80,92,78,75,2.246200608,249
MARATHON OIL,2020,Wages and Benefits,43,42,76,117,83,96,2.246200608,255
MARATHON OIL,2020,Well-being and health,37,75,55,76,55,0,2.246200608,151
MARATHON OIL,2021,Associated Energy Costs,92,92,75,69,77,73,1.351123596,234
MARATHON OIL,2021,Executive compensation,33,45,56,59,68,64,1.351123596,168
MARATHON OIL,2021,GDP and Disposable Income,76,69,64,62,77,84,1.351123596,215
MARATHON OIL,2021,Innovation,89,84,72,69,78,75,1.351123596,228
MARATHON OIL,2021,Market Transition,67,63,60,56,74,77,1.351123596,196
MARATHON OIL,2021,Professional Skills Development,38,37,71,70,83,97,1.351123596,204
MARATHON OIL,2021,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,93,100,108,100,113,1.351123596,314
MARATHON OIL,2021,Regulated Carbon Price,82,76,79,86,79,78,1.351123596,240
MARATHON OIL,2021,Wages and Benefits,41,42,73,107,79,102,1.351123596,251
MARATHON OIL,2021,Well-being and health,37,59,61,73,64,50,1.351123596,182
Ovintiv Inc.,2019,Associated Energy Costs,93,99,66,61,44,40,-0.925414365,200
Ovintiv Inc.,2019,Dividend/reinvestment balance for long-term growth,37,28,72,86,63,49,-0.925414365,163
Ovintiv Inc.,2019,GDP and Disposable Income,78,81,62,84,47,55,-0.925414365,220
Ovintiv Inc.,2019,Innovation,85,80,62,76,42,44,-0.925414365,200
Ovintiv Inc.,2019,Market Transition,68,70,54,63,40,47,-0.925414365,180
Ovintiv Inc.,2019,Professional Skills Development,35,29,59,60,44,27,-0.925414365,116
Ovintiv Inc.,2019,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,71,89,66,57,57,-0.925414365,194
Ovintiv Inc.,2019,Regulated Carbon Price,78,75,73,94,49,82,-0.925414365,251
Ovintiv Inc.,2019,Wages and Benefits,48,90,100,336,100,198,-0.925414365,624
Ovintiv Inc.,2019,Well-being and health,40,26,50,44,32,26,-0.925414365,96
Ovintiv Inc.,2020,Associated Energy Costs,94,110,75,80,70,83,7.822222222,273
Ovintiv Inc.,2020,Dividend/reinvestment balance for long-term growth,37,51,70,81,100,77,7.822222222,209
Ovintiv Inc.,2020,GDP and Disposable Income,79,98,67,75,73,88,7.822222222,261
Ovintiv Inc.,2020,Innovation,88,97,72,68,76,77,7.822222222,242
Ovintiv Inc.,2020,Market Transition,70,91,60,64,68,79,7.822222222,234
Ovintiv Inc.,2020,Professional Skills Development,34,32,68,62,73,60,7.822222222,154
Ovintiv Inc.,2020,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",100,78,100,79,94,120,7.822222222,277
