CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0,20.79,5.6964,0,0.44339,5.93802,21.614,6.746553,4.04,240.57,16.968,392.931,8.5143,23.166
0.013736,74.25,4.04,0,0.4141,5.82912,48.076,7.246503,3.03,464.31,21.311,392.931,14.948,18.711
0.0132411,89.1,1.2322,0,0.40703,7.17651,22.119,8.609634,5.05,223.74,18.079,391.9707,4.8581,35.046
0.0207555,84.15,0.7474,0,0.4141,6.31917,36.057,9.095724,2.02,309.87,17.473,392.931,5.8277,24.453
0.0144632,99,1.3332,0,0.41511,6.74784,40.905,8.241552,5.05,253.44,15.251,388.971,3.9895,31.284
0.1559945,24.75,5.1813,0,0.45753,6.08355,29.492,7.736652,8.08,281.16,19.897,386.7732,6.9286,23.067
0.1043128,24.75,5.1813,0,0.45753,5.86773,47.672,6.86268,8.08,281.16,19.897,392.931,9.3122,19.404
0.1508132,24.75,5.1813,0,0.45753,5.68359,66.862,7.153146,8.08,281.16,19.897,391.1589,13.2815,18.513
0.1734271,24.75,5.1813,0,0.45753,5.90634,94.334,6.750315,8.08,281.16,19.897,374.2992,14.5844,15.84
0.1113727,24.75,5.1813,0,0.45753,6.39144,68.478,7.153245,8.08,281.16,19.897,392.931,6.7973,21.978
0.127765,24.75,5.1813,0,0.45753,6.69438,43.834,7.901091,8.08,281.16,19.897,391.6242,9.595,24.75
0.0197051,17.325,1.3938,0,0.420261,7.03296,60.095,9.130671,3.03,213.84,18.786,389.3076,8.1305,32.67
0.0361984,79.2,3.4037,0,0.40198,6.2271,17.978,6.545385,4.04,333.63,16.261,392.931,4.7167,23.265
0.0442279,79.2,3.4037,0,0.40198,5.72913,31.411,6.545385,4.04,333.63,16.261,392.931,10.3424,19.206
0.0584689,12.375,6.1307,0,0.41309,5.81922,21.614,6.43302,4.04,341.55,19.089,392.2479,8.181,21.78
0.1368954,12.375,6.1307,0,0.41309,5.53806,37.168,6.43302,4.04,341.55,19.089,392.931,13.2209,17.226
0.1294416,12.375,6.1307,0,0.41309,5.82615,33.33,6.43302,4.04,341.55,19.089,392.931,8.8779,20.691
0.0891426,0,10.9181,0,0.41713,6.35283,6.666,5.234427,4.04,301.95,19.392,379.8927,6.7872,23.958
0.1603476,0,10.9181,0,0.41713,5.90139,17.675,5.234427,4.04,301.95,19.392,373.1706,9.9788,21.483
0.0925564,0,10.9181,0,0.41713,6.00435,7.878,5.234427,4.04,301.95,19.392,387.0009,5.5752,22.572
0.1973439,0,10.9181,0,0.41713,6.18255,6.262,5.234427,4.04,301.95,19.392,373.3983,0,23.166
0.0797496,0,12.9583,0,0.44137,6.21027,0,4.208985,5.05,394.02,18.887,390.9708,6.8478,23.859
0.0960712,0,12.9583,0,0.44137,6.22314,45.45,4.457574,5.05,394.02,18.887,379.3977,9.0294,21.186
0.1025453,0,12.9583,0,0.44137,6.21621,75.245,4.011678,5.05,394.02,18.887,369.9234,12.0897,19.8
0.0879407,0,12.9583,0,0.44137,6.0786,46.258,4.049595,5.05,394.02,18.887,383.0904,10.3727,20.592
0.0570246,0,12.9583,0,0.44137,6.16968,54.237,4.963959,5.05,394.02,18.887,382.536,12.4634,20.988
0.0847087,0,12.9583,0,0.44137,5.81526,36.966,4.457574,5.05,394.02,18.887,392.0994,0,20.097
0.0415413,24.75,4.9086,0,0.43026,6.65973,33.835,5.346693,4.04,278.19,19.19,392.931,5.3429,27.72
0.0450662,24.75,4.9086,0,0.43026,6.55281,71.104,5.346693,4.04,278.19,19.19,391.6737,7.2922,23.661
0.0369559,24.75,4.9086,0,0.43026,6.23898,32.522,5.346693,4.04,278.19,19.19,392.931,6.7872,24.552
0.0358651,24.75,4.9086,0,0.43026,6.10533,47.167,5.346693,4.04,278.19,19.19,386.7336,7.5851,22.671
0.0510959,0,4.5349,0,0.45349,6.32511,48.48,4.731606,3.03,244.53,18.685,392.931,9.7162,23.661
0.0579235,0,4.5349,0,0.45349,6.5637,56.661,4.393323,3.03,244.53,18.685,388.377,6.5953,26.334
0.0523988,0,4.5349,0,0.45349,5.95485,45.551,4.382928,3.03,244.53,18.685,392.0301,12.9886,22.275
0.0722251,0,4.5349,0,0.45349,6.05979,57.368,3.710124,3.03,244.53,18.685,391.1985,0,21.978
0.057166,0,3.4441,0,0.49389,6.93693,87.163,3.387483,2.02,267.3,17.978,392.931,5.555,23.364
0.0535502,0,3.4441,0,0.49389,7.00821,63.731,3.380355,2.02,267.3,17.978,392.0994,5.757,28.413
0.0473084,0,3.4441,0,0.49389,6.35283,66.761,3.061377,2.02,267.3,17.978,388.2582,8.8981,22.374
0.0397132,0,3.4441,0,0.49389,6.34095,74.639,3.061179,2.02,267.3,17.978,389.6145,8.282,21.78
0.0424503,0,15.1904,0,0.46864,6.37758,54.136,3.629241,4.04,267.3,18.382,391.0599,8.2416,22.671
0.0290375,27.72,15.1904,0,0.46864,6.14889,29.189,3.629241,4.04,267.3,18.382,392.3667,6.2721,24.75
0.0433694,27.72,15.1904,0,0.46864,6.18651,78.073,3.57885,4.04,267.3,18.382,392.931,10.6959,20.394
0.1232604,0,2.9189,0,0.44945,6.55875,58.378,3.460248,2.02,273.24,18.18,354.4002,6.7165,28.116
0.1161904,0,2.9189,0,0.44945,6.10137,70.296,3.460248,2.02,273.24,18.18,387.9117,11.4534,21.186
0.1220383,0,2.9189,0,0.44945,7.98831,76.76,3.460248,2.02,273.24,18.18,392.931,4.2521,38.313
0.0826887,0,2.9189,0,0.44945,7.7418,37.269,3.460248,2.02,273.24,18.18,389.5947,3.6057,43.362
0.069286,0,2.9189,0,0.44945,7.34184,63.125,3.460248,2.02,273.24,18.18,392.931,6.2519,32.868
0.1501466,0,8.6456,0,0.5252,6.65973,80.699,2.750022,5.05,380.16,21.109,390.8124,9.5142,27.225
0.1154632,0,8.6456,0,0.5252,6.71319,72.013,2.827539,5.05,380.16,21.109,391.6242,7.7467,26.235
0.2310476,0,8.6456,0,0.5252,6.34095,86.254,2.687553,5.05,380.16,21.109,70.092,10.7363,18.414
0.2137261,0,8.6456,0,0.5252,6.07563,0,2.687553,5.05,380.16,21.109,390.5253,13.5744,19.107
0.140996,0,8.6456,0,0.5252,6.10533,90.9,2.39679,5.05,380.16,21.109,388.7631,12.4533,19.899
0.1339462,0,8.6456,0,0.5252,5.79249,97.667,2.085831,5.05,380.16,21.109,390.1095,16.6347,19.305
0.172912,0,8.6456,0,0.5252,5.77764,92.819,2.18889,5.05,380.16,21.109,391.7133,18.8466,19.305
0.1324817,0,8.6456,0,0.5252,6.06573,86.052,2.101176,5.05,380.16,21.109,383.8131,14.2309,20.196
0.1293002,0,8.6456,0,0.5252,6.40926,98.071,2.408571,5.05,380.16,21.109,391.2876,12.3927,19.602
0.2662663,0,8.6456,0,0.5252,6.16671,92.112,2.519649,5.05,380.16,21.109,387.3177,15.7055,19.206
0.1090093,0,8.6456,0,0.5252,6.13305,54.944,2.750022,5.05,380.16,21.109,389.5551,13.13,21.483
0.1018484,0,10.1101,0,0.55247,6.64785,82.416,2.650725,6.06,427.68,17.978,391.6341,10.2616,22.572
0.1245229,0,10.1101,0,0.55247,5.85387,93.829,2.329866,6.06,427.68,17.978,391.0005,16.3721,18.612
0.2243412,0,10.1101,0,0.55247,6.03108,96.354,2.52252,6.06,427.68,17.978,392.931,17.2609,18.513
0.1437331,0,10.1101,0,0.55247,6.19146,85.042,2.233935,6.06,427.68,17.978,384.8526,10.5545,18.315
0,0,10.1101,0,0.55247,5.86872,89.082,2.438469,6.06,427.68,17.978,341.4609,15.9176,18.117
0.1328958,0,10.1101,0,0.55247,6.11424,73.225,2.702799,6.06,427.68,17.978,389.367,0,20.988
0.1524898,0,10.1101,0,0.55247,5.96079,83.426,2.719926,6.06,427.68,17.978,390.5649,10.403,19.008
0.1318858,0,10.1101,0,0.55247,5.81328,73.831,2.452725,6.06,427.68,17.978,335.2437,15.5237,20.196
0.1462076,0,10.1101,0,0.55247,5.67369,65.852,2.731608,6.06,427.68,17.978,387.585,13.7461,19.107
0.0696799,0,25.9065,0,0.58681,5.8113,70.397,2.235123,2.02,186.12,19.291,385.2585,14.5137,21.78
0.0723665,0,25.9065,0,0.58681,5.94396,84.941,2.175426,2.02,186.12,19.291,373.8933,14.4127,20.097
0.0939199,0,25.9065,0,0.58681,5.90139,93.829,2.066031,2.02,186.12,19.291,374.3091,18.1093,20.295
0.1518838,0,0,0,0.58681,5.79744,97.97,1.924956,2.02,186.12,19.291,366.6069,25.6641,17.127
0.0994749,0,25.9065,0,0.58681,5.82021,96.758,1.986237,2.02,186.12,19.291,375.5862,17.7558,18.612
0.1707102,0,25.9065,0,0.58681,5.92614,89.284,1.972971,2.02,186.12,19.291,381.1698,14.9581,21.186
0.3912235,0,25.9065,0,0.58681,5.55687,0,1.739628,2.02,186.12,19.291,355.6971,27.5326,15.543
0.2617415,0,22.1089,0,0.63024,5.63607,96.96,1.770417,4.04,432.63,21.412,388.1889,17.3619,16.038
0.3286843,0,22.1089,0,0.63024,6.36669,99.788,1.794375,4.04,432.63,21.412,392.931,15.5439,17.82
0.8900625,0,22.1089,0,0.63024,5.58063,95.647,1.960101,4.04,432.63,21.412,392.931,18.5234,14.157
0.3434606,0,22.1089,0,0.63024,6.39342,99.889,2.097315,4.04,432.63,21.412,391.0896,12.726,19.008
1.2048694,0,22.1089,0,0.63024,6.26274,98.677,2.24829,4.04,432.63,21.412,392.931,12.3826,19.404
0.5959505,0,22.1089,0,0.63024,6.30828,98.879,2.304126,4.04,432.63,21.412,381.9024,11.2312,22.77
0.3331182,0,0,0,0.63024,5.76378,96.354,2.445201,4.04,432.63,21.412,384.8031,15.1803,18.216
0.9859317,0,22.1089,0,0.63024,5.69943,99.384,2.32254,4.04,432.63,21.412,260.1324,17.4831,15.444
0.5633578,0,22.1089,0,0.63024,6.27165,99.182,2.089593,4.04,432.63,21.412,390.7233,17.1296,17.919
0.3258664,0,22.1089,0,0.63024,5.88258,94.435,1.947231,4.04,432.63,21.412,374.4675,17.069,17.226
0.3558533,0,22.1089,0,0.63024,6.38946,99.384,1.831302,4.04,432.63,21.412,390.1392,14.7359,16.929
0.252298,0,22.1089,0,0.63024,5.79843,0,1.651914,4.04,432.63,21.412,388.1196,21.5332,13.167
0.5499652,0,22.1089,0,0.63024,6.08949,98.879,1.652013,4.04,432.63,21.412,392.931,18.6446,17.622
0.293809,0,22.1089,0,0.63024,6.11226,94.536,1.595781,4.04,432.63,21.412,384.1992,24.4016,13.86
1.6449264,0,22.1089,0,0.63024,4.96881,101,1.425006,4.04,432.63,21.412,392.931,34.7541,14.256
3.3542605,0,19.7758,0.99,0.87971,5.34897,101,1.308384,5.05,398.97,14.847,392.931,27.0882,13.266
4.138374,0,19.7758,0,0.87971,5.41332,101,1.397682,5.05,398.97,14.847,392.931,26.6842,15.444
2.8075374,0,19.7758,0,0.87971,4.85397,98.778,1.332441,5.05,398.97,14.847,392.931,29.5829,11.682
2.4031334,0,19.7758,0,0.87971,6.0687,101,1.404909,5.05,398.97,14.847,171.1809,28.078,13.662
2.1766005,0,19.7758,0,0.87971,5.57172,101,1.501434,5.05,398.97,14.847,167.5773,16.8165,15.444
2.3923062,0,0,0,0.87971,4.87674,96.657,1.446192,5.05,398.97,14.847,387.7929,29.8253,14.454
2.3542999,0,0,0,0.87971,5.13414,94.738,1.514304,5.05,398.97,14.847,353.4201,28.6032,17.622
2.7613097,0,19.7758,0,0.87971,5.54103,95.849,1.510443,5.05,398.97,14.847,348.3315,21.6645,15.246
1.673166,0,19.7758,0,0.87971,6.06078,0,1.60182,5.05,398.97,14.847,369.072,14.241,21.285
1.5112832,0,19.7758,0,0.87971,5.34996,101,1.575684,5.05,398.97,14.847,338.184,13.4128,19.404
1.1378458,0,19.7758,0,0.87971,4.96188,88.88,1.594098,5.05,398.97,14.847,339.8472,12.2412,15.147
2.1706718,0,19.7758,0,0.87971,5.65191,99.485,1.606968,5.05,398.97,14.847,259.3305,15.9479,19.206
1.4279885,0,19.7758,0.99,0.87971,6.06771,96.96,1.731906,5.05,398.97,14.847,317.8098,15.2712,16.83
3.5703601,0,19.7758,0.99,0.87971,6.09048,0,1.728045,5.05,398.97,14.847,87.1299,15.1702,15.444
2.4711468,0,19.7758,0,0.87971,5.21928,94.94,1.719036,5.05,398.97,14.847,87.7437,16.3014,12.969
1.2358158,0,19.7758,0,0.61105,6.87357,98.374,1.858527,5.05,398.97,14.847,359.7957,4.6359,40.887
1.3562684,0,19.7758,0,0.61105,6.00534,101,1.739727,5.05,398.97,14.847,350.3511,6.4943,24.057
1.4392702,0,19.7758,0,0.87971,6.4449,101,1.748241,5.05,398.97,14.847,360.6669,7.4639,23.067
1.2861946,0,19.7758,0.99,0.61105,6.1875,93.526,1.780416,5.05,398.97,14.847,335.5308,5.555,26.73
1.4779936,0,19.7758,0,0.61105,7.41411,91.708,1.951191,5.05,398.97,14.847,370.6857,1.7473,49.5
1.8521077,0,19.7758,0.99,0.61105,7.72398,99.182,2.020293,5.05,398.97,14.847,385.7139,1.9392,49.5
1.5342102,0,19.7758,0.99,0.61105,8.29125,0,2.14038,5.05,398.97,14.847,384.5655,3.3532,49.5
2.2647836,0,19.7758,0,0.61105,5.79546,92.718,2.39778,5.05,398.97,14.847,391.1589,11.7564,22.473
2.95324,0,19.7758,0,0.61105,6.03999,93.93,2.260566,5.05,398.97,14.847,237.7584,9.9081,24.75
2.0302919,0,19.7758,0,0.61105,7.84971,97.162,2.025441,5.05,398.97,14.847,365.607,3.737,49.5
1.8182828,0,19.7758,0,0.61105,5.81823,79.992,2.401641,5.05,398.97,14.847,225.3339,12.2614,23.562
2.323404,0,19.7758,0,0.61105,6.25581,97.061,2.079,5.05,398.97,14.847,294.1191,11.211,23.562
2.4740253,0,19.7758,0,0.61105,6.33798,96.152,2.239875,5.05,398.97,14.847,326.7396,11.4332,22.077
1.2194942,0,19.7758,0,0.61105,5.81625,95.546,2.401641,5.05,398.97,14.847,289.3671,14.5743,17.226
2.337039,0,19.7758,0,0.61105,5.8212,98.273,2.364813,5.05,398.97,14.847,344.6487,12.1503,18.909
0.1405314,0,4.0905,0,0.5151,5.51628,89.385,2.570139,5.05,293.04,16.766,392.931,14.8369,22.869
0.0926978,0,0,0,0.5151,6.35184,0,2.619837,5.05,293.04,16.766,391.545,9.1304,23.364
0.0853147,0,4.0905,0,0.5151,5.80041,69.387,2.674881,5.05,293.04,16.766,389.2977,9.7364,22.374
0.0673064,0,4.0905,0,0.5151,6.48054,33.431,3.100977,5.05,293.04,16.766,387.0504,5.3833,29.106
0.0709222,0,4.0905,0,0.5151,5.9598,47.672,3.519351,5.05,293.04,16.766,389.2977,10.2111,22.968
0.0547925,0,0,0,0.5151,6.25185,74.134,3.284325,5.05,293.04,16.766,391.644,6.3529,24.354
0.0670842,0,4.0905,0,0.5151,6.7914,75.144,2.886147,5.05,293.04,16.766,387.3573,6.9892,29.601
0.058378,0,2.4846,0,0.49288,6.9102,58.984,2.80071,3.03,191.07,17.978,392.931,5.0904,36.828
0.0665388,0,2.4846,0,0.49288,7.68735,84.133,2.71359,3.03,191.07,17.978,391.6044,7.6356,39.402
0.0695688,0,2.4846,0,0.49288,6.08256,62.822,2.571921,3.03,191.07,17.978,392.931,9.5445,35.838
0.0919403,0,2.4846,0,0.49288,7.08345,93.122,2.673594,3.03,191.07,17.978,390.1788,4.8682,37.521
0,0,2.4846,0,0.49288,6.49737,96.556,2.81853,3.03,191.07,17.978,392.931,5.7368,32.175
0.0839108,0,2.4846,0,0.49288,5.54796,90.698,2.958021,3.03,191.07,17.978,387.09,14.1198,26.136
0.0610747,0,2.4846,0,0.49288,6.09147,69.488,3.246903,3.03,191.07,17.978,383.2389,13.2815,29.304
0.0565802,0,2.4846,0,0.49288,7.75269,54.136,3.167208,3.03,191.07,17.978,388.7037,4.4945,49.5
0.0795375,44.55,3.4744,0,0.44137,6.71418,41.511,3.750714,5.05,394.02,15.352,389.9313,6.7468,31.68
0.1270479,44.55,3.4744,0,0.44137,6.49044,29.391,4.521033,5.05,394.02,15.352,379.0116,4.6056,29.502
0.084537,44.55,3.4744,0,0.44137,7.11315,39.289,4.521033,5.05,394.02,15.352,392.931,5.4439,34.551
0.0915868,44.55,3.4744,0,0.44137,6.88149,21.715,6.415002,5.05,394.02,15.352,373.9032,5.151,36.63
0,44.55,3.4744,0,0.44137,6.67161,31.108,6.415002,5.05,394.02,15.352,385.8129,4.7369,30.195
0,44.55,3.4744,0,0.44137,7.10622,26.563,6.415002,5.05,394.02,15.352,386.5851,2.8987,36.036
0.0220887,59.4,2.9593,0,0.40501,6.732,0,6.157404,1.01,262.35,15.756,389.4363,5.0803,30.789
0.0145339,59.4,2.9593,0,0.40501,6.53796,18.988,6.157404,1.01,262.35,15.756,372.933,4.4238,28.809
0.0139481,79.2,0.4646,0,0.42622,7.79625,32.32,5.591916,4.04,252.45,14.544,390.2877,2.9997,49.5
0,79.2,1.5352,0,0.40804,7.21413,34.441,7.23591,2.02,325.71,12.726,392.931,4.1208,32.967
0.0471266,79.2,1.5352,0,0.40804,7.03593,36.966,7.23591,2.02,325.71,12.726,350.7669,8.6961,29.997
0.0380568,79.2,1.5352,0,0.40804,7.20126,38.683,7.23591,2.02,325.71,12.726,388.278,6.6862,34.254
0.031815,94.05,1.4847,0,0.40703,6.90525,15.453,7.576866,3.03,397.98,17.17,392.931,4.6056,34.551
0.0179578,94.05,1.4847,0,0.40703,7.06365,14.039,7.576866,3.03,397.98,17.17,380.457,4.4945,32.571
0.0347945,81.675,2.0503,0,0.41915,6.10038,38.784,6.2073,2.02,344.52,14.847,389.8323,7.5043,23.859
0.0219877,81.675,2.0503,0,0.41915,7.5339,15.857,6.2073,2.02,344.52,14.847,391.4262,3.1411,41.877
0.035451,94.05,2.7068,0,0.420261,7.77447,33.532,5.06682,4.04,221.76,14.847,388.8522,3.8481,48.015
0.0202909,94.05,2.7068,0,0.420261,7.95366,32.219,5.06682,4.04,221.76,14.847,386.6445,2.9088,49.5
0.1377842,0,10.6959,0,0.49389,5.83209,22.523,3.905946,4.04,274.23,18.786,392.931,10.9787,22.374
0.2319869,0,10.6959,0,0.49389,6.26274,53.025,4.311351,4.04,274.23,18.786,390.9213,11.0797,24.156
0.2545099,0,10.6959,0,0.49389,5.72517,73.427,4.311351,4.04,274.23,18.786,385.5357,0,22.275
0.1372287,0,10.6959,0.99,0.49389,6.00336,59.691,4.196808,4.04,274.23,18.786,377.5068,14.8066,24.156
0.4400671,0,10.6959,0.99,0.49389,5.29056,101,3.83625,4.04,274.23,18.786,392.931,23.3209,19.8
0.1762046,0,10.6959,0.99,0.49389,5.9004,93.021,3.838329,4.04,274.23,18.786,389.3175,17.4427,21.483
0.3795378,0,10.6959,0.99,0.49389,5.34996,89.486,3.62835,4.04,274.23,18.786,391.2876,24.2198,19.107
0.2193619,0,10.6959,0.99,0.49389,5.74893,54.338,3.616074,4.04,274.23,18.786,387.0306,16.1903,22.176
0.1419252,0,10.6959,0,0.49389,6.31125,32.623,3.905946,4.04,274.23,18.786,381.9519,9.4738,27.819
0.2924455,0,10.6959,0,0.49389,5.35788,9.898,3.551625,4.04,274.23,18.786,345.4407,29.8455,23.463
0.2000002,0,10.6959,0,0.49389,6.12018,0,3.905946,4.04,274.23,18.786,389.6937,9.5647,24.75
0.046056,0,14.0289,0.99,0.5555,5.82912,56.56,3.080979,5.05,273.24,16.564,388.872,13.6451,23.067
0.0708313,0,14.0289,0,0.5555,6.57558,85.951,3.386889,5.05,273.24,16.564,388.8522,9.7869,28.413
0.1117969,0,14.0289,0.99,0.5555,5.89149,94.738,2.860407,5.05,273.24,16.564,392.931,18.0992,21.285
0.1153925,0,0,0.99,0.5555,6.30927,93.324,3.329667,5.05,273.24,16.564,389.8026,10.605,22.77
0.3616709,0,6.262,0.99,0.51207,6.88149,89.385,2.833083,8.08,303.93,17.574,387.783,9.8071,26.433
0.4117871,0,6.262,0.99,0.51207,6.10236,92.213,3.01752,8.08,303.93,17.574,391.2876,21.6746,21.483
0.6297956,0,6.262,0.99,0.51207,6.81021,78.477,3.239379,8.08,303.93,17.574,386.4861,10.0293,27.225
0.620847,0,6.262,0,0.51207,6.55182,81.608,3.239379,8.08,303.93,17.574,392.931,7.676,29.799
0.3184833,0,6.262,0,0.50904,8.18334,79.083,2.865456,8.08,303.93,17.574,381.1995,4.1814,44.352
0.5321993,0,6.262,0,0.50904,8.63775,83.83,2.865456,8.08,303.93,17.574,378.18,4.6763,49.5
0.3859614,0,6.262,0,0.50904,7.9596,87.365,3.183543,8.08,303.93,17.574,383.5062,0,37.224
0.4165038,0,6.262,0,0.50904,7.09137,80.699,3.183543,8.08,303.93,17.574,368.3592,6.4236,31.284
0.3011719,0,6.262,0,0.50904,7.60914,17.17,3.341349,8.08,303.93,17.574,373.7349,0,46.233
0,0,6.262,0,0.50904,6.48648,21.614,3.341349,8.08,303.93,17.574,376.5366,3.7976,31.185
0.54237,0,6.262,0,0.50904,5.92119,68.781,3.634785,8.08,303.93,17.574,374.5665,11.7665,24.057
0.4675896,0,6.262,0,0.50904,7.33788,77.669,3.634785,8.08,303.93,17.574,372.3786,5.3025,31.383
0.5810429,0,6.262,0,0.51207,8.25363,74.033,3.800016,8.08,303.93,17.574,382.0509,2.4947,41.283
0.3347847,0,6.262,0,0.51207,8.16453,0,3.615381,8.08,303.93,17.574,375.1605,3.9895,47.817
0.4523891,0,6.262,0.99,0.51207,6.65874,67.165,3.615381,8.08,303.93,17.574,356.598,8.1305,28.71
0.3337545,0,6.262,0,0.51207,6.02514,62.115,3.615381,8.08,303.93,17.574,372.9825,10.9888,23.76
0,0,6.262,0.99,0.51207,6.56469,77.265,4.10652,8.08,303.93,17.574,384.5655,9.6354,24.849
0.5169483,0,6.262,0,0.51207,7.28442,72.316,4.10652,8.08,303.93,17.574,386.1693,4.7773,31.185
0.0832644,0,4.9793,0,0.43228,6.41619,18.685,6.128001,6.06,297,16.766,375.6159,6.4236,23.463
0.0934452,29.7,4.9793,0,0.43228,6.53994,42.622,6.128001,6.06,297,16.766,379.9422,7.4437,23.067
0.1144229,29.7,4.9793,0,0.43228,6.82803,54.843,6.272739,6.06,297,16.766,387.3375,11.4938,21.78
0,29.7,4.9793,0,0.43228,6.03405,65.751,6.272739,6.06,297,16.766,390.6738,12.524,19.899
0.103929,29.7,4.9793,0,0.43228,6.29442,53.429,6.965145,6.06,297,16.766,369.0225,11.3322,21.978
0.1288457,29.7,4.9793,0,0.43228,6.32907,7.878,6.965145,6.06,297,16.766,370.9629,5.2419,23.463
0.2081408,21.78,5.9186,0,0.43531,5.53707,77.265,7.875351,7.07,326.7,19.291,368.7651,12.625,17.424
0.1932433,21.78,0,0,0.43531,5.54895,70.902,7.875351,7.07,326.7,19.291,385.2387,18.6446,18.315
0.3432283,21.78,5.9186,0,0.43531,6.04692,35.249,7.974945,7.07,326.7,19.291,386.2782,9.2516,24.057
0.1985357,21.78,5.9186,0,0.43531,6.16374,79.992,7.974945,7.07,326.7,19.291,372.3786,10.2515,20.295
0.1660339,21.78,5.9186,0,0.43531,6.36867,49.591,7.748235,7.07,326.7,19.291,370.9629,9.6152,24.255
0.1926373,21.78,5.9186,0,0.43531,6.65082,17.675,7.748235,7.07,326.7,19.291,389.8026,6.6256,25.938
0.141703,21.78,5.9186,0,0.43531,6.42213,13.13,7.322733,7.07,326.7,19.291,392.3172,5.959,24.156
0.2162309,21.78,5.9186,0,0.43531,6.37362,8.989,7.322733,7.07,326.7,19.291,373.2993,3.6259,24.552
0.0830321,21.78,5.9186,0,0.43531,6.88743,6.868,8.817633,7.07,326.7,19.291,382.2291,3.5653,29.304
0.3726294,21.78,5.9186,0,0.43531,8.17641,8.484,8.817633,7.07,326.7,19.291,392.931,3.5754,42.372
0.0486719,79.2,3.6764,0,0.39592,6.04692,32.32,9.128097,1.01,311.85,16.564,388.9611,6.6357,21.681
0.0358348,79.2,3.6764,0,0.39592,5.81724,19.291,9.128097,1.01,311.85,16.564,391.2282,9.3425,20.691
0.0155338,89.1,3.7875,0,0.39794,7.37946,34.542,6.272739,3.03,241.56,16.059,382.4766,3.1411,43.56
0.6176554,19.8,4.0097,0,0.65347,8.61696,87.769,1.78299,5.05,261.36,13.13,385.803,5.1712,49.5
0.6701451,19.8,4.0097,0,0.65347,7.25967,101,1.875654,5.05,261.36,13.13,379.4571,7.8679,35.64
0.6632165,19.8,4.0097,0,0.65347,6.77358,101,1.990593,5.05,261.36,13.13,388.0107,6.969,29.799
0.5455111,19.8,4.0097,0,0.65347,7.13097,82.618,2.090979,5.05,261.36,13.13,388.872,9.6859,33.462
0.5394612,19.8,4.0097,0,0.65347,7.4448,90.294,2.118402,5.05,261.36,13.13,384.4863,7.3326,42.669
0,19.8,4.0097,0,0.65347,8.31402,92.415,2.265615,5.05,261.36,13.13,382.9914,5.9691,48.312
0.8335126,19.8,4.0097,0,0.65347,7.25373,95.445,2.058012,5.05,261.36,13.13,389.4858,11.3625,30.69
0.5555707,19.8,4.0097,0,0.65347,7.13394,92.516,1.910799,5.05,261.36,13.13,384.0111,8.181,36.135
0.7692362,19.8,4.0097,0,0.65347,5.5044,63.428,1.966635,5.05,261.36,13.13,388.476,10.5545,22.572
0.793557,0,4.0097,0,0.65347,6.94386,85.446,2.111571,5.05,261.36,13.13,380.2293,14.9379,30.393
0.5841234,19.8,4.0097,0,0.58075,8.21403,67.67,2.397384,5.05,261.36,13.13,380.6946,7.5144,49.5
0.545905,19.8,4.0097,0,0.58075,7.3953,53.126,2.84328,5.05,261.36,13.13,386.397,3.1916,43.065
0.0915565,19.8,7.0296,0.99,0.46864,5.8608,62.115,3.878325,3.03,220.77,18.786,387.4266,13.7865,20.493
0.3021516,19.8,7.0296,0,0.46864,5.79744,42.521,4.38471,3.03,220.77,18.786,384.7635,13.13,20.889
0.1637311,19.8,7.0296,0,0.46864,6.1776,16.463,4.38471,3.03,220.77,18.786,392.931,0,24.948
0.115746,19.8,7.0296,0,0.46864,6.47262,59.287,3.878325,3.03,220.77,18.786,391.0104,7.8073,24.156
0.2240988,19.8,7.0296,0.99,0.46864,7.61409,52.318,4.322835,3.03,220.77,18.786,386.8623,6.6458,34.848
0.0570044,39.6,6.4741,0.99,0.45147,6.69042,33.229,4.036824,4.04,251.46,17.776,392.931,3.5653,32.076
0.0970004,39.6,6.4741,0,0.45147,6.78546,43.228,4.224627,4.04,251.46,17.776,392.931,3.0098,31.68
0.1057369,39.6,6.4741,0.99,0.45147,7.19433,49.49,4.739328,4.04,251.46,17.776,385.3575,6.1105,32.868
0.0618827,39.6,6.4741,0.99,0.45147,6.75774,27.876,4.814172,4.04,251.46,17.776,389.5155,0,32.769
0.0805778,39.6,6.4741,0,0.45147,6.41718,32.421,4.098897,4.04,251.46,17.776,392.931,7.2619,28.809
0.2124838,19.8,3.3633,0,0.447329,6.74388,32.522,4.059693,5.05,213.84,15.049,392.931,4.8985,34.749
0.0361378,19.8,3.3633,0,0.447329,7.7418,65.145,4.647753,5.05,213.84,15.049,383.4369,3.7976,44.946
0.0374205,19.8,3.3633,0,0.447329,6.89832,0,5.192253,5.05,213.84,15.049,388.3077,4.6359,35.046
0.0619029,19.8,3.3633,0.99,0.447329,7.56855,50.197,5.159781,5.05,213.84,15.049,373.2993,3.0401,45.54
0.0151601,89.1,1.2221,0.99,0.40501,7.84377,25.048,5.82615,1.01,196.02,13.736,391.5648,3.1916,49.5
0.0091506,89.1,2.9997,0,0.404,7.01712,21.008,7.234227,1.01,282.15,15.453,390.7728,7.9285,31.878
0.0110696,54.45,2.2725,0,0.39289,6.38847,32.219,7.234227,1.01,297,15.453,390.7728,8.3123,21.78
